Date(UTC),UnixTimeStamp,Difficulty,BlockSize,TxFeeUSD,PriceBtcUsd,ERC20Transfer,ERC20Addr,GtrendsEth,Gold,SP500,TickerRIOT,TickerMSTR,PriceEthUsd
1/18/17,1484697600,102.053,1583,0.01,909.372986,1171,777,1,1212.1,2269.14,3.48,202.51,10.19
1/19/17,1484784000,107.184,1552,0.01,888.335022,2315,1132,1,1201.5,2271.9,3.42,199,10.43
1/20/17,1484870400,106.857,1609,0.01,898.171997,2548,1324,1,1204.9,2269.96,3.43,201.55,10.6
1/21/17,1484956800,108.358,1504,0.01,895.549011,1405,816,1,1215.6,2267.78,3.3666,205.1,10.91
1/22/17,1485043200,108.811,1616,0.01,922.205017,1761,1088,1,1215.6,2267.78,3.3666,205.1,10.71
1/23/17,1485129600,111.109,1612,0.01,925.499023,1374,723,1,1215.6,2267.78,3.3666,205.1,10.78
1/24/17,1485216000,109.885,1754,0.01,910.677002,3756,2172,1,1210.8,2267.88,3.1,202.96,10.51
1/25/17,1485302400,110.021,1644,0.01,891.924011,2594,1505,1,1200.5,2288.88,3.22,203.3,10.51
1/26/17,1485388800,111.654,1673,0.01,902.39502,2890,1535,1,1192.5,2298.63,3.1,201.3,10.65
1/27/17,1485475200,112.707,1658,0.01,918.359009,2887,1491,1,1191.1,2299.02,3.11,199.58,10.51
1/28/17,1485561600,111.597,1628,0.01,919.810974,1594,862,1,1196,2286.01,3.1181,199.46,10.54
1/29/17,1485648000,110.677,1523,0.01,922.067017,1493,856,1,1196,2286.01,3.1181,199.46,10.47
1/30/17,1485734400,110.965,1579,0.01,920.151001,937,597,1,1196,2286.01,3.1181,199.46,10.62
1/31/17,1485820800,112.737,1539,0.01,920.958984,3123,1732,1,1211.4,2274.02,3.15,201.3,10.71
2/1/17,1485907200,111.557,1607,0.01,970.940979,3402,1375,1,1208.3,2285.59,3.25,196.51,10.71
2/2/17,1485993600,113.89,1578,0.01,990.000977,2449,1190,1,1219.4,2276.69,3.1384,191.5,10.78
2/3/17,1486080000,112.321,1568,0.01,1011.460022,2866,1480,1,1220.8,2288.54,3.13,195.48,10.95
2/4/17,1486166400,112.665,1560,0.01,1031.329956,1571,842,1,1232.1,2294.28,3.23,190.3,11.32
2/5/17,1486252800,118.163,1614,0.01,1043.52002,1858,1034,1,1232.1,2294.28,3.23,190.3,11.22
2/6/17,1486339200,119.234,1606,0.01,1028.400024,1078,710,1,1232.1,2294.28,3.23,190.3,11.32
2/7/17,1486425600,119.408,1827,0.01,1040.140015,3180,1859,1,1236.1,2295.87,3.4,187.99,11.45
2/8/17,1486512000,120.24,1764,0.01,1062.319946,2414,1466,1,1239.5,2289.55,3.1848,187.49,11.39
2/9/17,1486598400,121.113,1630,0.01,1064.699951,2590,1312,1,1236.8,2296.7,3.4,190.01,10.94
2/10/17,1486684800,124.421,1735,0.01,995.632019,2477,1337,1,1235.9,2312.27,3.38,189.35,11.34
2/11/17,1486771200,124.729,1594,0.01,988.89801,1658,987,1,1225.8,2321.72,3.25,191.34,11.43
2/12/17,1486857600,126.46,1571,0.01,1003.52002,1857,1049,1,1225.8,2321.72,3.25,191.34,11.42
2/13/17,1486944000,127.523,1823,0.01,998.88501,1297,826,1,1225.8,2321.72,3.25,191.34,11.39
2/14/17,1487030400,129.976,1914,0.01,991.734985,3205,1887,1,1225.4,2326.12,3.21,192.99,13
2/15/17,1487116800,129.591,1818,0.02,1006.210022,2273,1268,1,1233.1,2335.58,3.32,194.15,12.97
2/16/17,1487203200,129.994,1661,0.01,1007.650024,1173,691,1,1241.6,2349.64,3.22,192.68,12.95
2/17/17,1487289600,133.278,1661,0.01,1026.119995,931,601,1,1239.1,2343.01,3.28,192.87,12.72
2/18/17,1487376000,135.014,1773,0.01,1049.209961,3119,1531,1,1238.9,2354.91,3.2,195.8,12.83
2/19/17,1487462400,137.219,1635,0.01,1054.76001,1100,707,1,1238.9,2354.91,3.2,195.8,12.82
2/20/17,1487548800,137.087,1696,0.01,1048.689941,1317,776,1,1238.9,2354.91,3.2,195.8,12.52
2/21/17,1487635200,140.244,1989,0.01,1079.280029,12748,2694,1,1238.9,2354.91,3.2,195.8,12.77
2/22/17,1487721600,140.528,1790,0.01,1114.800049,4522,1493,1,1233.3,2361.11,3.15,194.6,12.69
2/23/17,1487808000,139.771,1667,0.01,1117.27002,2715,1349,1,1251.4,2367.5,3.18,193.3,13.13
2/24/17,1487894400,140.244,1778,0.01,1172.709961,3034,1552,1,1258.3,2355.73,3.15,194.33,13.11
2/25/17,1487980800,142.922,1761,0.01,1170.410034,3781,2970,1,1258.8,2365.23,3.24,194.42,13.57
2/26/17,1488067200,147.403,1713,0.01,1144.27002,2067,1214,1,1258.8,2365.23,3.24,194.42,14.59
2/27/17,1488153600,150.763,1819,0.01,1163.780029,1999,1299,1,1258.8,2365.23,3.24,194.42,15.55
2/28/17,1488240000,154.531,1935,0.01,1180.719971,3935,2392,1,1253.9,2366.08,3.08,191.88,16.07
3/1/17,1488326400,152.61,2235,0.02,1180.040039,2353,1383,5,1250,2380.13,3.14,193.78,17.55
3/2/17,1488412800,152.75,2209,0.01,1224.680054,3582,1778,5,1232.9,2394.75,3.12,190.23,19.08
3/3/17,1488499200,160.218,2084,0.01,1250.709961,3518,1989,5,1226.5,2380.92,3.13,190,19.48
3/4/17,1488585600,158.696,1860,0.01,1277.430054,1846,1127,5,1225.5,2375.23,3.13,187.95,18.61
3/5/17,1488672000,163.957,1821,0.01,1254.290039,1799,1052,5,1225.5,2375.23,3.13,187.95,19.22
3/6/17,1488758400,166.365,1808,0.01,1267.469971,1239,819,5,1225.5,2375.23,3.13,187.95,19.75
3/7/17,1488844800,165.933,1963,0.01,1273.209961,3012,1740,5,1216.1,2370.74,3.12,187.57,18.91
3/8/17,1488931200,170.548,1800,0.01,1223.22998,2128,1269,5,1209.4,2369.81,3.12,189.16,16.54
3/9/17,1489017600,173.894,2403,0.01,1150.349976,3692,1740,5,1203.2,2363.49,3.25,187.62,17.71
3/10/17,1489104000,172.946,2190,0.02,1189.359985,3181,1658,5,1201.4,2372.52,3.44,186.97,19.13
3/11/17,1489190400,175.151,2014,0.02,1116.319946,2516,1467,5,1203.1,2371.56,3.53,188.85,21.45
3/12/17,1489276800,177.745,2043,0.02,1176.619995,2349,1381,5,1203.1,2371.56,3.53,188.85,23.31
3/13/17,1489363200,180.235,2452,0.03,1221.780029,2394,1308,5,1203.1,2371.56,3.53,188.85,28.45
3/14/17,1489449600,179.845,2433,0.03,1232.160034,3734,2135,5,1202.6,2368.55,3.45,188.62,28.58
3/15/17,1489536000,184.132,2456,0.03,1240.160034,3690,1983,5,1200.7,2370.34,3.56,190.02,35.18
3/16/17,1489622400,185.854,3071,0.04,1251.329956,4925,2404,5,1227.1,2387.71,3.56,191.05,45.51
3/17/17,1489708800,192.81,2880,0.04,1180.160034,4400,2337,5,1230.2,2383.71,3.34,191.86,44.48
3/18/17,1489795200,197.601,2513,0.02,1099.689941,4369,1870,5,1234,2378.24,3.31,192.42,34
3/19/17,1489881600,190.867,2396,0.03,976.72998,2747,1494,5,1234,2378.24,3.31,192.42,43.12
3/20/17,1489968000,199.408,2316,0.03,1037.23999,2448,1395,5,1234,2378.24,3.31,192.42,42.51
3/21/17,1490054400,199.631,2507,0.03,1055.359985,4949,2725,5,1246.5,2379.32,3.2,187.99,42.67
3/22/17,1490140800,201.632,2368,0.03,1120.650024,3228,1753,5,1249.7,2343,3.49,186.95,41.65
3/23/17,1490227200,210.879,2513,0.03,1050.050049,4379,2060,5,1250.1,2345.97,3.33,186.41,43.2
3/24/17,1490313600,211,2557,0.04,1038.449951,4347,2078,5,1251.7,2350.42,3.37,186.14,53.19
3/25/17,1490400000,211.205,2428,0.03,936.539978,3608,1874,5,1258.8,2329.11,3.48,186.94,50.62
3/26/17,1490486400,221.175,2375,0.04,974.015015,3168,1710,5,1258.8,2329.11,3.48,186.94,50.63
3/27/17,1490572800,231.657,2896,0.04,972.054993,4075,2825,5,1258.8,2329.11,3.48,186.94,49.06
3/28/17,1490659200,229.549,2543,0.04,1044.579956,4930,2826,5,1258.8,2339.79,3.51,187.74,50.25
3/29/17,1490745600,232.98,2744,0.04,1046.079956,12372,8813,5,1256.8,2356.54,4.0131,187.81,53.07
3/30/17,1490832000,236.982,2853,0.04,1042.209961,9426,4682,5,1248,2361.31,3.95,188.29,51.91
3/31/17,1490918400,240.139,2949,0.04,1026.640015,6168,3378,5,1251.2,2364.82,4,187.8,49.91
4/1/17,1491004800,239.048,2403,0.04,1071.709961,3872,2237,4,1254,2362.34,3.87,187.43,50.6
4/2/17,1491091200,242.037,2669,0.04,1080.609985,3427,1984,4,1254,2362.34,3.87,187.43,48.55
4/3/17,1491177600,225.778,2788,0.03,1102.949951,2999,1910,4,1254,2362.34,3.87,187.43,44.13
4/4/17,1491264000,240.588,2518,0.03,1145.52002,4705,2831,4,1258.4,2354.76,3.91,186.25,44.43
4/5/17,1491350400,246.279,2558,0.04,1134.140015,3870,2437,4,1248.5,2366.59,3.81,184.11,44.9
4/6/17,1491436800,248.619,2799,0.03,1125.810059,5273,2759,4,1253.3,2353.79,4.14,183.49,43.23
4/7/17,1491523200,249.575,2776,0.03,1178.939941,4726,2696,4,1257.3,2356.59,4.02,182.8,42.31
4/8/17,1491609600,252.485,2249,0.03,1172.650024,4077,1911,4,1253.9,2357.16,4.18,184.79,44.37
4/9/17,1491696000,253.175,2358,0.03,1176.569946,3422,1663,4,1253.9,2357.16,4.18,184.79,43.72
4/10/17,1491782400,255.973,2460,0.04,1187.300049,2756,1989,4,1253.9,2357.16,4.18,184.79,43.74
4/11/17,1491868800,261.037,2377,0.03,1187.459961,4882,3379,4,1274.2,2353.92,4.13,185.67,43.74
4/12/17,1491955200,260.942,2697,0.05,1204.810059,3334,2269,4,1278.1,2352.15,4.13,183.92,46.38
4/13/17,1492041600,254.806,2589,0.04,1201.02002,8453,3812,4,1288.5,2341.98,4.02,181.61,49.97
4/14/17,1492128000,271.575,2451,0.04,1170.329956,4674,2766,4,1291.9,2332.62,4.15,184.23,47.32
4/15/17,1492214400,272.397,2348,0.04,1167.300049,3921,2330,4,1291.9,2332.62,4.15,184.23,48.89
4/16/17,1492300800,272.581,2220,0.04,1172.609985,3501,1971,4,1291.9,2332.62,4.15,184.23,48.22
4/17/17,1492387200,275.532,2309,0.04,1183.25,3082,1782,4,1291.9,2332.62,4.15,184.23,47.94
4/18/17,1492473600,282.74,2603,0.04,1193.77002,8050,4894,4,1294.1,2342.53,3.93,185.41,49.88
4/19/17,1492560000,288.751,2664,0.04,1212.130005,10935,6627,4,1283.4,2346.79,3.99,185.94,47.88
4/20/17,1492646400,283.972,2581,0.04,1211.079956,6183,3385,4,1283.8,2342.69,3.86,188.11,49.36
4/21/17,1492732800,290.823,2691,0.05,1229.420044,6770,3597,4,1289.1,2354.74,3.81,187.59,48.27
4/22/17,1492819200,297.111,2429,0.05,1222.709961,4910,2880,4,1277.5,2370.33,3.85,190.67,48.41
4/23/17,1492905600,298.451,2393,0.04,1231.920044,4450,2539,4,1277.5,2370.33,3.85,190.67,48.75
4/24/17,1492992000,295.212,2553,0.05,1209.630005,4876,3362,4,1277.5,2370.33,3.85,190.67,49.94
4/25/17,1493078400,298.308,2803,0.04,1250.449951,8001,4854,4,1267.2,2381.51,3.76,190.68,50.09
4/26/17,1493164800,308.931,2724,0.04,1265.98999,6886,4275,4,1264.2,2388.98,3.76,193.01,53.28
4/27/17,1493251200,313.696,3095,0.05,1281.880005,14782,7937,4,1265.9,2389.7,3.72,192.49,63.14
4/28/17,1493337600,328.633,3178,0.05,1317.73999,18207,6804,4,1268.3,2393.68,3.65,190.17,72.42
4/29/17,1493424000,342.092,2793,0.05,1317.839966,8731,5360,4,1255.5,2388.5,3.66,191.35,69.83
4/30/17,1493510400,332.584,3064,0.07,1321.869995,11062,6216,4,1255.5,2388.5,3.66,191.35,79.83
5/1/17,1493596800,336.173,3544,0.07,1348.300049,19940,13112,18,1255.5,2388.5,3.66,191.35,77.53
5/2/17,1493683200,335.2,3461,0.08,1421.030029,16898,7029,18,1257,2391.05,3.76,188.01,77.25
5/3/17,1493769600,339.479,3028,0.06,1453.780029,13989,6766,18,1248.5,2386.5,3.75,187.84,80.37
5/4/17,1493856000,336.421,3351,0.08,1490.719971,13833,8202,18,1228.6,2389.79,3.71,189.17,94.55
5/5/17,1493942400,349.788,3171,0.07,1540.869995,9467,5427,18,1226.9,2392.37,3.76,190.95,90.79
5/6/17,1494028800,349.26,2934,0.08,1556.810059,10864,6400,18,1227.1,2399.94,3.74,191.52,94.82
5/7/17,1494115200,353.593,3322,0.09,1579.469971,8510,5179,18,1227.1,2399.94,3.74,191.52,90.46
5/8/17,1494201600,353.828,3409,0.07,1596.920044,10555,6271,18,1227.1,2399.94,3.74,191.52,88.39
5/9/17,1494288000,365.57,3376,0.08,1723.890015,10396,6517,18,1216.1,2401.58,3.79,187.88,86.27
5/10/17,1494374400,363.679,3227,0.08,1756.52002,9910,5857,18,1218.9,2396.79,3.65,187.11,87.83
5/11/17,1494460800,369.262,3352,0.08,1780.369995,10478,6158,18,1224.2,2394.84,3.54,187.05,88.2
5/12/17,1494547200,379.251,3154,0.09,1845.76001,8873,5375,18,1227.7,2392.44,3.62,185.31,85.15
5/13/17,1494633600,378.491,3065,0.09,1723.119995,11961,5840,18,1230,2393.98,3.7,187.07,87.96
5/14/17,1494720000,404.779,3140,0.09,1800.859985,6972,4221,18,1230,2393.98,3.7,187.07,88.72
5/15/17,1494806400,414.048,3831,0.1,1808.439941,11479,6362,18,1230,2393.98,3.7,187.07,90.32
5/16/17,1494892800,417.08,3644,0.1,1741.699951,7994,4895,18,1236.4,2404.55,3.5,187.66,87.8
5/17/17,1494979200,408.104,4305,0.14,1726.72998,15724,9493,18,1258.7,2382.95,3.42,183.9,86.98
5/18/17,1495065600,414.448,4245,0.11,1818.699951,12780,7556,18,1252.8,2354.69,3.63,184.13,95.88
5/19/17,1495152000,431.65,4801,0.13,1897.369995,11795,7249,18,1253.6,2371.37,3.63,183.78,124.38
5/20/17,1495238400,439.714,4179,0.15,1984.23999,11619,7043,18,1261.4,2387.21,3.65,185.22,123.06
5/21/17,1495324800,451.327,4586,0.16,2067.030029,12349,7207,18,1261.4,2387.21,3.65,185.22,148
5/22/17,1495411200,463.103,5328,0.17,2043.189941,10083,6379,18,1261.4,2387.21,3.65,185.22,160.39
5/23/17,1495497600,448.717,6627,0.23,2191.560059,14557,9096,18,1255.5,2397.04,3.59,182.1,169.5
5/24/17,1495584000,458.978,6666,0.28,2321.370117,16289,9990,18,1253.1,2401.41,3.52,181.99,193.03
5/25/17,1495670400,457.711,5952,0.21,2446.23999,13205,8414,18,1259.8,2409.54,3.63,181.5,177.33
5/26/17,1495756800,456.542,5559,0.2,2320.889893,10409,6704,18,1271.4,2414.5,3.62,180.77,162.83
5/27/17,1495843200,473.268,5127,0.19,2196.27002,8980,5528,18,1265.7,2411.67,3.705,182.84,156.63
5/28/17,1495929600,469.177,5379,0.21,2054.080078,11565,6814,18,1265.7,2411.67,3.705,182.84,172.86
5/29/17,1496016000,487.713,4922,0.24,2159.429932,10392,6535,18,1265.7,2411.67,3.705,182.84,194.17
5/30/17,1496102400,513.217,7069,0.38,2255.360107,12970,8041,18,1265.7,2411.67,3.705,182.84,228.58
5/31/17,1496188800,519.724,6843,0.68,2187.189941,11826,8124,18,1275.4,2415.63,3.89,182.36,228.64
6/1/17,1496275200,561.001,6541,0.28,2288.330078,13292,8604,38,1270.1,2415.65,3.8,185.94,220.7
6/2/17,1496361600,574.506,7542,0.33,2404.030029,23909,15512,38,1280.2,2431.28,3.91,188.32,222.04
6/3/17,1496448000,575.748,6636,0.29,2493.719971,14355,8790,38,1282.7,2437.83,3.95,184.13,224.3
6/4/17,1496534400,597.678,6458,0.35,2547.790039,15977,9350,38,1282.7,2437.83,3.95,184.13,244.96
6/5/17,1496620800,599.656,6439,0.29,2512.399902,16560,9819,38,1282.7,2437.83,3.95,184.13,247.75
6/6/17,1496707200,615.097,7374,0.35,2690.840088,16533,10671,38,1297.5,2431.92,3.93,182.82,264.26
6/7/17,1496793600,632.534,7388,0.34,2869.379883,23162,13786,38,1293.2,2432.03,3.95,182.52,255.77
6/8/17,1496880000,640.655,6932,0.33,2720.48999,17998,11313,38,1279.5,2434.27,4.01,184.61,259.41
6/9/17,1496966400,639.988,7482,0.32,2807.439941,28753,18390,38,1271.4,2436.39,4,180.79,279.11
6/10/17,1497052800,662.233,6592,0.34,2828.139893,17530,10995,38,1268.9,2425.88,3.98,181.19,335.95
6/11/17,1497139200,682.857,8658,0.44,2942.409912,15852,10423,38,1268.9,2425.88,3.98,181.19,339.68
6/12/17,1497225600,676.331,9451,0.69,2953.219971,46239,24061,38,1268.9,2425.88,3.98,181.19,394.66
6/13/17,1497312000,694.617,8807,0.41,2680.909912,22017,14253,38,1268.6,2434.15,4.02,182.12,388.09
6/14/17,1497398400,713.189,7942,0.35,2716.879883,20193,13633,38,1275.9,2443.75,3.93,183.4,343.84
6/15/17,1497484800,728.25,8192,0.37,2499.580078,23946,15647,38,1254.6,2424.14,4.03,182.82,344.68
6/16/17,1497571200,737.125,8034,0.37,2469.570068,24768,13878,38,1256.5,2431.24,3.59,182.6,353.61
6/17/17,1497657600,761.53,7958,0.36,2514.01001,24713,12322,38,1246.7,2442.55,4,182.39,368.1
6/18/17,1497744000,769.923,7931,0.36,2655.350098,17626,10448,38,1246.7,2442.55,4,182.39,351.53
6/19/17,1497830400,775.466,8956,0.35,2549.030029,35659,21596,38,1246.7,2442.55,4,182.39,358.2
6/20/17,1497916800,847.174,9258,0.82,2591.26001,35761,28499,38,1243.5,2450.66,4.01,183.14,350.53
6/21/17,1498003200,874.309,6195,1.34,2709.429932,28052,20806,38,1245.8,2439.31,3.901,184.47,325.3
6/22/17,1498089600,872.419,8691,0.77,2691.030029,24804,15716,38,1249.4,2437.4,3.94,184.6,320.97
6/23/17,1498176000,881.532,9123,0.56,2707.340088,29852,17418,38,1256.4,2434.65,3.94,184.95,326.85
6/24/17,1498262400,888.68,8935,0.78,2738.52002,20945,12480,38,1246.4,2443.32,4.009,184.84,304.54
6/25/17,1498348800,904.654,8979,0.5,2607.25,23475,10779,38,1246.4,2443.32,4.009,184.84,279.36
6/26/17,1498435200,923.853,9544,0.7,2590.570068,22361,13884,38,1246.4,2443.32,4.009,184.84,253.68
6/27/17,1498521600,930.359,7911,0.38,2478.449951,26255,16535,38,1246.9,2436.34,4,185.11,286.14
6/28/17,1498608000,950.061,10005,0.89,2553.030029,37226,26531,38,1249.1,2428.7,3.99,188.83,315.86
6/29/17,1498694400,962.749,9460,0.52,2567.560059,42616,26418,38,1245.8,2442.38,3.99,189.1,292.9
6/30/17,1498780800,972.009,8800,0.39,2539.23999,26916,15388,38,1242.3,2429.2,4.08,191.67,280.68
7/1/17,1498867200,992.636,8106,0.34,2492.600098,29520,19800,21,1219.2,2431.39,3.87,186.54,261
7/2/17,1498953600,1002.208,8503,0.36,2436.399902,39904,24591,21,1219.2,2431.39,3.87,186.54,283.99
7/3/17,1499040000,1012.942,10143,0.39,2498.560059,51372,28469,21,1219.2,2431.39,3.87,186.54,276.41
7/4/17,1499126400,1027.254,10132,0.36,2561,40162,23123,21,1221.7,2430.78,3.92,184.52,269.05
7/5/17,1499212800,1022.956,10094,0.4,2602.870117,48160,27618,21,1221.7,2430.78,3.92,184.52,266
7/6/17,1499299200,1037.217,8830,0.31,2608.100098,51455,24945,21,1223.3,2423.44,3.9,182.62,265.88
7/7/17,1499385600,1038.186,9709,0.29,2608.590088,62015,29688,21,1209.7,2413.52,3.96,184.99,240.94
7/8/17,1499472000,1055.963,8884,0.36,2520.27002,46256,23803,21,1213.2,2424.51,3.84,183.77,245.67
7/9/17,1499558400,1071.108,6980,0.27,2572.610107,42928,26975,21,1213.2,2424.51,3.84,183.77,237.72
7/10/17,1499644800,1198.735,10586,0.18,2525.25,53163,31342,21,1213.2,2424.51,3.84,183.77,205.76
7/11/17,1499731200,1214.203,10484,0.19,2385.889893,49699,29042,21,1214.7,2427.35,3.75,184.34,190.55
7/12/17,1499817600,1185.959,10735,0.26,2332.77002,52559,31992,21,1219.1,2435.75,3.6501,187.68,224.15
7/13/17,1499904000,1207.945,10676,0.26,2402.699951,40443,25399,21,1217.3,2444.99,3.83,185.79,205.41
7/14/17,1499990400,1182.556,10040,0.22,2360.590088,36435,20542,21,1227.5,2449.16,3.91,184.73,197.14
7/15/17,1500076800,1207.945,8747,0.21,2230.120117,38548,23394,21,1233.7,2459.5,4,185.82,169.1
7/16/17,1500163200,1243.782,9225,0.17,1991.97998,42517,26008,21,1233.7,2459.5,4,185.82,155.42
7/17/17,1500249600,1204.494,9814,0.22,1932.619995,40592,22678,21,1233.7,2459.5,4,185.82,189.97
7/18/17,1500336000,1213.897,11286,0.35,2233.52002,35337,18366,21,1241.9,2455.88,4.0201,188.75,227.09
7/19/17,1500422400,1233.999,10282,0.23,2323.080078,45759,25300,21,1242,2463.85,4.02,189.81,194.41
7/20/17,1500508800,1271.418,9370,0.23,2269.889893,37663,23596,21,1245.5,2475.56,3.95,189.32,226.33
7/21/17,1500595200,1304.971,8661,0.29,2838.409912,35455,19317,21,1261,2467.4,3.86,188.48,216.33
7/22/17,1500681600,1278.26,7992,0.25,2668.629883,38351,22401,21,1260.7,2472.04,3.91,191.9,230.47
7/23/17,1500768000,1315.028,9282,0.25,2808.100098,45139,25188,21,1260.7,2472.04,3.91,191.9,228.32
7/24/17,1500854400,1302.508,10560,0.27,2732.699951,49597,26377,21,1260.7,2472.04,3.91,191.9,225.48
7/25/17,1500940800,1328.375,9766,0.3,2757.5,44386,24402,21,1258.5,2477.88,3.81,192.51,203.59
7/26/17,1501027200,1331.461,8403,0.27,2577.77002,36515,19384,21,1255.6,2479.97,3.7,191.56,202.88
7/27/17,1501113600,1321.721,8346,0.24,2538.709961,36215,20204,21,1266.5,2482.76,3.62,189.18,202.93
7/28/17,1501200000,1332.368,9258,0.22,2679.72998,45389,25018,21,1275.3,2469.12,3.77,139.99,191.21
7/29/17,1501286400,1332.178,7452,0.21,2807.02002,26292,13002,21,1273.4,2475.94,3.74,134.51,206.14
7/30/17,1501372800,1359.901,7621,0.2,2724.389893,29941,16677,21,1273.4,2475.94,3.74,134.51,196.78
7/31/17,1501459200,1426.54,9291,0.19,2763.23999,43935,26835,21,1273.4,2475.94,3.74,134.51,201.33
8/1/17,1501545600,1606.73,9503,0.27,2871.300049,30251,15073,18,1279.4,2477.1,3.71,136.28,225.9
8/2/17,1501632000,1606.524,9426,0.22,2727.129883,38190,22160,18,1278.4,2480.38,3.69,135.93,218.12
8/3/17,1501718400,1555.875,9597,0.22,2709.560059,39493,21879,18,1274.4,2476.03,3.74,133.56,224.39
8/4/17,1501804800,1590.668,10507,0.19,2806.929932,40320,20828,18,1264.6,2476.88,3.83,135.73,220.6
8/5/17,1501891200,1585.689,10427,0.23,2897.629883,51896,25287,18,1264.7,2477.14,3.9786,132.13,253.09
8/6/17,1501977600,1598.932,10463,0.24,3257.610107,62029,34686,18,1264.7,2477.14,3.9786,132.13,264.56
8/7/17,1502064000,1619.968,11867,0.31,3212.780029,50529,26340,18,1264.7,2477.14,3.9786,132.13,269.94
8/8/17,1502150400,1636.256,13278,0.32,3370.219971,54576,27467,18,1262.6,2478.35,3.86,131.49,296.51
8/9/17,1502236800,1661.335,11373,0.28,3420.399902,42638,21465,18,1279.3,2465.35,3.72,130.6,295.28
8/10/17,1502323200,1650.127,13581,0.28,3341.840088,67587,34233,18,1290.1,2465.38,3.77,127.74,298.28
8/11/17,1502409600,1640.151,14429,0.31,3373.820068,79200,39818,18,1294,2441.04,3.68,129.01,309.32
8/12/17,1502496000,1692.527,13642,0.31,3650.629883,78973,41846,18,1290.4,2454.96,3.72,128.92,308.02
8/13/17,1502582400,1690.846,12993,0.27,3880.040039,65681,32849,18,1290.4,2454.96,3.72,128.92,296.62
8/14/17,1502668800,1728.855,15655,0.25,4066.100098,81847,46820,18,1290.4,2454.96,3.72,128.92,299.16
8/15/17,1502755200,1734.349,16403,0.27,4326.990234,98986,44386,18,1279.7,2468.66,3.68,128.69,286.52
8/16/17,1502841600,1713.531,17360,0.85,4200.339844,90667,40964,18,1282.9,2468.63,3.6499,128.72,301.38
8/17/17,1502928000,1738.425,17330,0.48,4384.439941,82537,43069,18,1292.4,2462.95,3.7,127.46,300.3
8/18/17,1503014400,1745.446,17335,0.67,4324.339844,74708,40782,18,1291.6,2427.64,3.62,125.93,292.62
8/19/17,1503100800,1795.854,16348,0.37,4137.75,72890,38428,18,1296.7,2425.5,3.51,125.21,293.02
8/20/17,1503187200,1792.593,12825,0.28,4189.310059,59027,33259,18,1296.7,2425.5,3.51,125.21,298.2
8/21/17,1503273600,1785.087,15179,0.27,4090.47998,79662,42306,18,1296.7,2425.5,3.51,125.21,321.85
8/22/17,1503360000,1804.398,14259,0.28,3998.350098,85798,45223,18,1291,2433.75,3.55,126.14,313.37
8/23/17,1503446400,1843.057,14352,0.27,4089.01001,65007,37408,18,1294.7,2444.88,3.51,125.64,317.4
8/24/17,1503532800,1828.189,13796,0.3,4137.600098,78570,45799,18,1292,2447.91,3.6,125.64,325.28
8/25/17,1503619200,2154.673,15772,0.29,4332.819824,76949,46928,18,1297.9,2444.72,3.48,125.76,330.06
8/26/17,1503705600,2200.006,14625,0.32,4372.060059,69846,37680,18,1315.3,2447.35,3.55,126.31,332.86
8/27/17,1503792000,2180.133,14945,0.3,4345.100098,74236,42661,18,1315.3,2447.35,3.55,126.31,347.88
8/28/17,1503878400,2133.303,17757,0.31,4384.450195,77140,44224,18,1315.3,2447.35,3.55,126.31,347.66
8/29/17,1503964800,2204.097,18455,0.49,4389.209961,93003,53248,18,1318.9,2431.94,3.62,126.7,372.35
8/30/17,1504051200,2231.15,18827,0.42,4570.359863,95742,55640,18,1314.1,2446.06,3.61,125.73,383.86
8/31/17,1504137600,2215.537,17436,0.75,4555.589844,72950,47100,18,1322.2,2462.65,3.96,129,388.33
9/1/17,1504224000,2233.569,18436,0.52,4701.759766,83475,49881,14,1330.4,2474.42,3.85,128.5,391.42
9/2/17,1504310400,2231.26,15334,0.65,4901.419922,75348,46707,14,1344.5,2470.35,3.92,128.31,351.03
9/3/17,1504396800,2250.289,13871,0.35,4585.27002,70635,40893,14,1344.5,2470.35,3.92,128.31,352.45
9/4/17,1504483200,2243.963,19760,0.33,4591.629883,101317,54859,14,1344.5,2470.35,3.92,128.31,303.7
9/5/17,1504569600,2231.041,19704,0.44,4228.290039,115015,65984,14,1344.5,2470.35,3.92,128.31,317.94
9/6/17,1504656000,2232.6,22603,0.53,4376.589844,141070,84991,14,1339,2463.83,3.96,128.19,338.92
9/7/17,1504742400,2253.842,21135,0.55,4589.140137,128248,76371,14,1350.3,2468.06,3.9,128.36,335.37
9/8/17,1504828800,2351.174,20975,0.5,4605.160156,142201,84237,14,1351.2,2462.25,3.97,128.25,306.72
9/9/17,1504915200,2321.405,17147,0.35,4229.810059,112041,70600,14,1335.7,2474.52,3.8,128.2,303.79
9/10/17,1505001600,2289.896,14680,0.38,4229.339844,84627,50845,14,1335.7,2474.52,3.8,128.2,299.21
9/11/17,1505088000,2312.746,16764,0.32,4122.470215,88764,55147,14,1335.7,2474.52,3.8,128.2,297.95
9/12/17,1505174400,2375.29,18037,0.38,4168.879883,106220,67716,14,1332.7,2491.94,3.97,128.52,294.1
9/13/17,1505260800,2324.138,16933,0.35,4131.97998,108073,77818,14,1328,2493.89,4.13,132.21,275.84
9/14/17,1505347200,2321.976,17288,0.24,3875.370117,116596,86968,14,1329.3,2494.56,4.08,130.1,223.14
