Date,Open
07/30/2015,1088.7
07/31/2015,1095.1
08/01/2015,1089.4
08/02/2015,1089.4
08/03/2015,1089.4
08/04/2015,1090.7
08/05/2015,1085.6
08/06/2015,1090.1
08/07/2015,1094.1
08/08/2015,1104.1
08/09/2015,1104.1
08/10/2015,1104.1
08/11/2015,1107.7
08/12/2015,1123.6
08/13/2015,1115.6
08/14/2015,1112.7
08/15/2015,1118.4
08/16/2015,1118.4
08/17/2015,1118.4
08/18/2015,1116.9
08/19/2015,1127.9
08/20/2015,1153.2
08/21/2015,1159.6
08/22/2015,1153.6
08/23/2015,1153.6
08/24/2015,1153.6
08/25/2015,1138.3
08/26/2015,1124.6
08/27/2015,1122.6
08/28/2015,1134.0
08/29/2015,1132.5
08/30/2015,1132.5
08/31/2015,1132.5
09/01/2015,1139.8
09/02/2015,1133.6
09/03/2015,1124.5
09/04/2015,1121.4
09/05/2015,1121.4
09/06/2015,1121.4
09/07/2015,1121.4
09/08/2015,1121.0
09/09/2015,1102.0
09/10/2015,1109.3
09/11/2015,1103.3
09/12/2015,1107.7
09/13/2015,1107.7
09/14/2015,1107.7
09/15/2015,1102.6
09/16/2015,1119.0
09/17/2015,1117.0
09/18/2015,1137.8
09/19/2015,1132.8
09/20/2015,1132.8
09/21/2015,1132.8
09/22/2015,1124.8
09/23/2015,1131.5
09/24/2015,1153.8
09/25/2015,1145.6
09/26/2015,1131.7
09/27/2015,1131.7
09/28/2015,1131.7
09/29/2015,1126.8
09/30/2015,1115.2
10/01/2015,1113.7
10/02/2015,1136.6
10/03/2015,1137.6
10/04/2015,1137.6
10/05/2015,1137.6
10/06/2015,1146.4
10/07/2015,1148.7
10/08/2015,1144.3
10/09/2015,1155.9
10/10/2015,1164.5
10/11/2015,1164.5
10/12/2015,1164.5
10/13/2015,1165.4
10/14/2015,1179.8
10/15/2015,1187.5
10/16/2015,1183.1
10/17/2015,1172.8
10/18/2015,1172.8
10/19/2015,1172.8
10/20/2015,1177.5
10/21/2015,1167.1
10/22/2015,1166.1
10/23/2015,1162.8
10/24/2015,1166.2
10/25/2015,1166.2
10/26/2015,1166.2
10/27/2015,1165.8
10/28/2015,1176.1
10/29/2015,1147.3
10/30/2015,1141.4
10/31/2015,1135.9
11/01/2015,1135.9
11/02/2015,1135.9
11/03/2015,1114.1
11/04/2015,1106.2
11/05/2015,1104.2
11/06/2015,1087.7
11/07/2015,1088.1
11/08/2015,1088.1
11/09/2015,1088.1
11/10/2015,1088.5
11/11/2015,1084.9
11/12/2015,1081.0
11/13/2015,1080.9
11/14/2015,1083.6
11/15/2015,1083.6
11/16/2015,1083.6
11/17/2015,1068.6
11/18/2015,1068.7
11/19/2015,1077.9
11/20/2015,1076.3
11/21/2015,1066.6
11/22/2015,1066.6
11/23/2015,1066.6
11/24/2015,1073.3
11/25/2015,1069.7
11/26/2015,1069.7
11/27/2015,1056.2
11/28/2015,1065.3
11/29/2015,1065.3
11/30/2015,1065.3
12/01/2015,1063.5
12/02/2015,1053.8
12/03/2015,1061.2
12/04/2015,1084.1
12/05/2015,1075.2
12/06/2015,1075.2
12/07/2015,1075.2
12/08/2015,1075.3
12/09/2015,1076.5
12/10/2015,1072.0
12/11/2015,1075.7
12/12/2015,1063.4
12/13/2015,1063.4
12/14/2015,1063.4
12/15/2015,1061.6
12/16/2015,1076.8
12/17/2015,1049.6
12/18/2015,1065.0
12/19/2015,1080.6
12/20/2015,1080.6
12/21/2015,1080.6
12/22/2015,1074.1
12/23/2015,1068.3
12/24/2015,1075.9
