"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 16, 2022","434.98","428.52","437.51","416.03","325.39K","-0.52%"
"Feb 15, 2022","437.24","431.01","438.28","424.49","313.15K","6.78%"
"Feb 14, 2022","409.49","414.70","429.49","405.00","335.36K","-0.37%"
"Feb 11, 2022","411.01","430.11","443.65","405.50","497.17K","-4.74%"
"Feb 10, 2022","431.48","439.50","463.04","424.54","617.78K","-3.39%"
"Feb 09, 2022","446.60","430.00","446.60","422.20","388.98K","4.98%"
"Feb 08, 2022","425.43","408.75","426.73","403.48","488.91K","2.89%"
"Feb 07, 2022","413.47","404.51","433.33","404.00","1.08M","5.57%"
"Feb 04, 2022","391.64","340.76","398.58","339.74","944.00K","15.16%"
"Feb 03, 2022","340.09","340.00","356.85","331.96","551.50K","-2.51%"
"Feb 02, 2022","348.84","366.74","368.69","336.04","732.00K","-6.48%"
"Feb 01, 2022","373.00","382.86","390.95","362.69","632.01K","1.36%"
"Jan 31, 2022","368.01","337.88","370.80","332.95","756.02K","8.57%"
"Jan 28, 2022","338.95","328.69","342.10","307.19","814.33K","6.10%"
"Jan 27, 2022","319.45","360.00","360.00","317.59","855.34K","-9.67%"
"Jan 26, 2022","353.65","393.66","393.66","345.95","785.21K","-3.12%"
"Jan 25, 2022","365.05","369.99","379.40","355.00","803.42K","-1.46%"
"Jan 24, 2022","370.45","320.00","373.00","319.01","1.50M","-1.45%"
"Jan 21, 2022","375.89","422.84","434.08","365.98","1.57M","-17.84%"
"Jan 20, 2022","457.53","467.09","490.87","455.50","428.12K","-0.63%"
"Jan 19, 2022","460.42","482.79","491.99","458.46","408.26K","-1.68%"
"Jan 18, 2022","468.28","484.80","489.56","466.61","401.12K","-6.26%"
"Jan 14, 2022","499.56","484.17","502.62","481.84","264.52K","2.04%"
"Jan 13, 2022","489.59","521.85","527.69","487.51","301.80K","-4.87%"
"Jan 12, 2022","514.64","524.00","529.98","510.72","354.38K","1.60%"
"Jan 11, 2022","506.56","482.30","513.08","474.17","468.20K","5.11%"
"Jan 10, 2022","481.95","463.69","482.26","448.25","557.98K","-0.21%"
"Jan 07, 2022","482.95","490.90","500.00","471.21","425.83K","-3.14%"
"Jan 06, 2022","498.62","500.00","508.50","477.82","475.13K","-2.06%"
"Jan 05, 2022","509.10","541.76","552.51","507.49","512.91K","-7.62%"
"Jan 04, 2022","551.07","560.15","576.26","535.02","390.72K","-1.29%"
"Jan 03, 2022","558.26","550.61","561.33","543.00","344.74K","2.53%"
"Dec 31, 2021","544.49","566.90","575.00","543.33","336.33K","-3.17%"
"Dec 30, 2021","562.34","555.88","575.45","555.88","315.75K","1.12%"
"Dec 29, 2021","556.09","566.96","569.85","551.24","270.81K","-2.09%"
"Dec 28, 2021","567.97","590.00","590.23","562.62","342.67K","-6.63%"
"Dec 27, 2021","608.28","600.00","621.52","598.40","311.22K","1.85%"
"Dec 23, 2021","597.21","568.30","600.00","563.01","545.11K","4.78%"
"Dec 22, 2021","569.99","568.36","578.52","562.00","247.13K","0.44%"
"Dec 21, 2021","567.50","567.70","574.76","556.78","274.69K","3.86%"
"Dec 20, 2021","546.39","552.82","563.65","543.00","333.24K","-4.41%"
"Dec 17, 2021","571.58","553.55","580.84","528.81","746.77K","0.82%"
"Dec 16, 2021","566.94","595.72","602.08","559.66","394.91K","-5.29%"
"Dec 15, 2021","598.59","577.61","603.00","548.00","527.54K","3.14%"
"Dec 14, 2021","580.38","565.00","584.50","556.54","349.87K","1.53%"
"Dec 13, 2021","571.64","594.95","594.99","565.56","371.06K","-4.86%"
"Dec 10, 2021","600.84","613.61","619.53","581.35","351.37K","1.51%"
"Dec 09, 2021","591.88","621.50","625.28","587.44","372.47K","-7.02%"
"Dec 08, 2021","636.54","623.67","641.50","612.00","225.74K","1.33%"
"Dec 07, 2021","628.17","621.00","647.19","621.00","389.50K","5.31%"
"Dec 06, 2021","596.47","594.92","604.01","565.73","627.35K","-5.47%"
"Dec 03, 2021","630.99","675.93","683.89","616.24","809.13K","-7.66%"
"Dec 02, 2021","683.36","691.52","711.85","667.06","499.18K","-3.13%"
"Dec 01, 2021","705.47","732.64","743.99","700.00","760.32K","-2.21%"
"Nov 30, 2021","721.43","698.25","726.60","690.00","661.08K","3.73%"
"Nov 29, 2021","695.48","690.00","704.52","671.32","582.53K","4.90%"
"Nov 26, 2021","663.00","681.29","681.29","655.00","372.21K","-5.41%"
"Nov 24, 2021","700.90","688.00","703.99","681.00","555.50K","0.59%"
"Nov 23, 2021","696.77","694.27","708.99","680.73","342.29K","0.98%"
"Nov 22, 2021","690.02","724.71","725.81","688.39","396.42K","-3.94%"
"Nov 19, 2021","718.31","735.12","739.00","718.00","434.59K","-1.24%"
"Nov 18, 2021","727.36","750.51","750.51","716.97","501.34K","-3.41%"
"Nov 17, 2021","753.00","763.60","765.00","737.00","350.78K","0.13%"
"Nov 16, 2021","752.02","768.50","780.00","748.41","485.30K","-5.41%"
"Nov 15, 2021","795.00","819.96","819.96","781.34","389.44K","-2.06%"
"Nov 12, 2021","811.73","811.02","812.58","785.86","463.24K","-0.81%"
"Nov 11, 2021","818.36","812.33","837.04","807.00","287.69K","0.25%"
"Nov 10, 2021","816.34","880.00","880.00","803.68","549.72K","-4.97%"
"Nov 09, 2021","859.01","884.50","891.38","835.01","528.07K","-0.12%"
"Nov 08, 2021","860.00","841.99","873.18","840.28","706.67K","7.84%"
"Nov 05, 2021","797.51","803.87","812.05","779.10","618.80K","-0.31%"
"Nov 04, 2021","800.00","810.00","828.74","790.00","371.07K","-1.27%"
"Nov 03, 2021","810.25","781.59","817.63","778.17","650.97K","2.03%"
"Nov 02, 2021","794.14","756.96","841.00","741.00","1.47M","7.88%"
"Nov 01, 2021","736.12","721.00","745.27","711.19","436.60K","2.95%"
"Oct 29, 2021","715.06","724.10","737.18","691.41","698.31K","-0.29%"
"Oct 28, 2021","717.13","728.94","748.02","708.00","669.45K","0.30%"
"Oct 27, 2021","715.02","720.00","728.82","709.58","359.28K","-2.70%"
"Oct 26, 2021","734.86","740.32","754.71","732.46","315.11K","-1.50%"
"Oct 25, 2021","746.02","736.45","755.48","733.00","377.12K","3.83%"
"Oct 22, 2021","718.52","731.43","738.50","707.00","368.56K","-2.30%"
"Oct 21, 2021","735.43","752.87","759.53","729.57","461.19K","-3.00%"
"Oct 20, 2021","758.18","735.00","777.07","731.57","735.03K","4.25%"
"Oct 19, 2021","727.25","742.25","750.70","701.01","738.40K","-1.68%"
"Oct 18, 2021","739.64","748.00","757.38","738.08","574.15K","-1.36%"
"Oct 15, 2021","749.85","739.99","761.98","734.00","732.27K","3.58%"
"Oct 14, 2021","723.95","738.67","740.92","718.54","277.50K","-0.32%"
"Oct 13, 2021","726.30","710.00","727.41","703.49","292.12K","2.20%"
"Oct 12, 2021","710.65","728.44","739.62","701.94","410.20K","-2.89%"
"Oct 11, 2021","731.80","720.00","751.99","718.25","574.60K","3.24%"
"Oct 08, 2021","708.82","699.17","712.79","690.49","686.24K","2.31%"
"Oct 07, 2021","692.79","665.00","693.84","663.68","500.61K","2.82%"
"Oct 06, 2021","673.81","670.00","682.39","650.00","701.78K","3.50%"
"Oct 05, 2021","651.01","620.32","652.51","612.80","449.03K","7.21%"
"Oct 04, 2021","607.25","611.48","613.63","582.79","433.53K","-0.85%"
"Oct 01, 2021","612.46","615.61","615.61","592.26","511.17K","5.89%"
"Sep 30, 2021","578.40","582.12","597.35","574.40","315.35K","2.13%"
"Sep 29, 2021","566.32","580.71","586.47","565.26","291.59K","-1.25%"
"Sep 28, 2021","573.51","585.25","590.00","571.58","337.03K","-3.57%"
"Sep 27, 2021","594.75","603.25","606.00","589.73","260.43K","-0.77%"
"Sep 24, 2021","599.39","580.00","602.33","575.00","468.34K","-2.79%"
"Sep 23, 2021","616.57","606.73","617.76","598.67","391.36K","2.83%"
"Sep 22, 2021","599.61","589.35","604.97","584.80","375.25K","3.20%"
"Sep 21, 2021","581.02","588.87","594.22","576.00","453.55K","-1.25%"
"Sep 20, 2021","588.39","574.42","593.10","568.29","766.34K","-4.22%"
"Sep 17, 2021","614.29","633.00","634.53","612.03","2.16M","-2.96%"
"Sep 16, 2021","633.00","632.12","633.23","611.48","506.34K","0.00%"
"Sep 15, 2021","633.00","628.00","642.37","620.51","563.05K","2.35%"
"Sep 14, 2021","618.48","645.00","651.01","612.92","569.21K","-3.77%"
"Sep 13, 2021","642.70","609.00","642.73","600.31","930.90K","4.41%"
"Sep 10, 2021","615.57","638.15","644.36","612.03","682.94K","-3.91%"
"Sep 09, 2021","640.62","645.10","653.82","632.38","649.88K","0.31%"
"Sep 08, 2021","638.62","648.10","658.94","630.63","815.24K","-1.45%"
"Sep 07, 2021","648.01","699.00","702.00","644.78","1.80M","-9.02%"
"Sep 03, 2021","712.26","716.10","728.00","703.50","738.02K","2.38%"
"Sep 02, 2021","695.71","722.89","732.66","695.00","731.84K","-0.97%"
"Sep 01, 2021","702.50","700.00","717.00","691.01","820.34K","1.18%"
"Aug 31, 2021","694.30","702.33","705.00","687.09","529.28K","-1.24%"
"Aug 30, 2021","702.99","702.59","708.32","693.97","521.76K","-0.60%"
"Aug 27, 2021","707.20","699.50","721.09","695.05","810.88K","1.95%"
"Aug 26, 2021","693.66","712.00","714.50","691.55","567.91K","-4.55%"
"Aug 25, 2021","726.71","714.65","735.10","705.00","661.91K","1.57%"
"Aug 24, 2021","715.50","717.93","717.93","691.22","808.20K","-0.42%"
"Aug 23, 2021","718.51","741.90","747.78","710.06","804.15K","0.27%"
"Aug 20, 2021","716.56","686.17","727.99","683.01","982.06K","5.96%"
"Aug 19, 2021","676.26","646.34","678.60","641.43","670.40K","3.24%"
"Aug 18, 2021","655.05","659.12","678.00","652.68","545.64K","-1.30%"
"Aug 17, 2021","663.69","691.07","700.00","657.48","658.46K","-4.85%"
"Aug 16, 2021","697.51","740.00","741.00","692.21","665.44K","-4.19%"
"Aug 13, 2021","728.00","745.00","753.89","726.10","657.36K","0.97%"
"Aug 12, 2021","720.99","724.72","730.80","712.40","718.56K","-3.55%"
"Aug 11, 2021","747.49","762.24","770.88","740.11","725.18K","-0.40%"
"Aug 10, 2021","750.49","765.62","775.00","744.90","796.72K","-2.25%"
"Aug 09, 2021","767.73","795.75","795.75","763.00","1.42M","2.54%"
"Aug 06, 2021","748.72","720.00","750.99","701.30","1.31M","4.63%"
"Aug 05, 2021","715.62","640.01","729.68","634.00","1.17M","6.66%"
"Aug 04, 2021","670.93","634.00","674.38","634.00","1.00M","7.34%"
"Aug 03, 2021","625.06","632.13","632.59","606.01","844.42K","-2.00%"
"Aug 02, 2021","637.79","622.59","658.60","616.00","1.26M","1.88%"
"Jul 30, 2021","626.01","615.57","635.48","606.91","632.60K","0.16%"
"Jul 29, 2021","625.01","634.01","648.49","619.81","579.55K","-3.35%"
"Jul 28, 2021","646.65","664.30","674.38","632.24","1.08M","2.54%"
"Jul 27, 2021","630.61","660.00","676.40","623.08","969.87K","-7.60%"
"Jul 26, 2021","682.50","625.64","694.00","625.64","2.02M","26.46%"
"Jul 23, 2021","539.71","558.42","565.89","533.39","574.89K","-2.92%"
"Jul 22, 2021","555.94","555.42","568.06","535.01","711.20K","-0.18%"
"Jul 21, 2021","556.94","540.00","569.81","528.27","1.10M","10.99%"
"Jul 20, 2021","501.78","487.99","505.88","472.38","734.50K","0.61%"
"Jul 19, 2021","498.72","507.66","522.49","492.00","728.73K","-4.66%"
"Jul 16, 2021","523.09","543.90","546.38","520.52","609.06K","-3.32%"
"Jul 15, 2021","541.04","544.34","557.63","525.13","733.78K","-3.46%"
"Jul 14, 2021","560.43","580.32","590.00","560.43","627.46K","-3.35%"
"Jul 13, 2021","579.88","582.70","595.22","574.38","717.56K","-1.50%"
"Jul 12, 2021","588.69","630.00","630.00","585.21","826.25K","-6.36%"
"Jul 09, 2021","628.66","621.90","635.93","615.20","393.96K","1.65%"
"Jul 08, 2021","618.44","599.77","625.00","594.69","518.03K","-3.35%"
"Jul 07, 2021","639.86","645.62","645.62","624.16","451.10K","0.88%"
"Jul 06, 2021","634.29","645.00","652.53","632.36","486.22K","-0.21%"
"Jul 02, 2021","635.61","658.97","661.92","634.26","528.61K","-2.34%"
"Jul 01, 2021","650.86","654.51","657.24","637.12","587.35K","-2.05%"
"Jun 30, 2021","664.50","649.90","668.76","640.00","858.92K","-0.67%"
"Jun 29, 2021","668.99","650.00","692.99","647.00","1.61M","7.18%"
"Jun 28, 2021","624.17","569.10","629.20","566.00","1.73M","13.48%"
"Jun 25, 2021","550.05","567.46","571.21","539.81","1.00M","-5.47%"
"Jun 24, 2021","581.88","568.94","588.99","561.88","793.46K","5.22%"
"Jun 23, 2021","553.00","581.00","586.50","552.01","1.06M","-0.13%"
"Jun 22, 2021","553.72","536.05","564.18","513.53","2.57M","-5.13%"
"Jun 21, 2021","583.67","599.17","614.00","577.00","1.38M","-9.71%"
"Jun 18, 2021","646.46","616.00","647.65","615.52","1.54M","2.48%"
"Jun 17, 2021","630.81","625.00","641.99","614.00","884.76K","1.77%"
"Jun 16, 2021","619.82","618.00","639.00","608.84","1.04M","-1.70%"
"Jun 15, 2021","630.54","601.09","635.82","589.89","1.31M","5.36%"
"Jun 14, 2021","598.49","545.50","604.95","545.50","1.56M","15.89%"
"Jun 11, 2021","516.44","513.00","520.97","504.00","500.37K","1.53%"
"Jun 10, 2021","508.65","513.50","529.00","496.81","953.72K","-0.85%"
"Jun 09, 2021","512.99","467.54","514.88","456.65","1.48M","11.67%"
"Jun 08, 2021","459.38","458.05","461.71","427.93","1.09M","-2.22%"
"Jun 07, 2021","469.81","486.82","487.00","465.01","610.39K","-3.07%"
"Jun 04, 2021","484.67","481.70","485.99","474.00","317.18K","-0.81%"
"Jun 03, 2021","488.64","500.20","500.20","484.49","395.48K","-1.98%"
"Jun 02, 2021","498.50","483.22","498.90","479.00","352.97K","4.34%"
"Jun 01, 2021","477.76","471.24","484.66","468.98","427.50K","1.65%"
"May 28, 2021","470.00","482.00","482.92","467.64","485.88K","-4.83%"
"May 27, 2021","493.85","490.00","501.74","486.92","503.94K","2.29%"
"May 26, 2021","482.79","480.78","494.79","477.92","542.56K","2.79%"
"May 25, 2021","469.67","464.52","479.15","458.63","672.23K","-0.59%"
"May 24, 2021","472.45","460.07","478.00","448.51","757.48K","4.87%"
"May 21, 2021","450.52","471.73","487.67","447.77","853.04K","-4.68%"
"May 20, 2021","472.66","477.65","493.00","457.81","861.42K","3.91%"
"May 19, 2021","454.86","413.50","457.46","411.95","1.51M","-6.64%"
"May 18, 2021","487.20","490.00","504.26","472.00","598.23K","-0.44%"
"May 17, 2021","489.35","484.39","497.00","469.03","804.61K","-6.13%"
"May 14, 2021","521.31","501.26","523.62","492.00","561.64K","6.81%"
"May 13, 2021","488.08","511.20","539.00","479.89","939.14K","-9.93%"
"May 12, 2021","541.88","555.30","576.00","539.32","421.65K","-6.08%"
"May 11, 2021","576.96","535.10","584.99","527.06","662.95K","1.32%"
"May 10, 2021","569.46","612.00","613.10","566.50","522.69K","-8.22%"
"May 07, 2021","620.46","608.97","631.80","608.33","363.53K","1.87%"
"May 06, 2021","609.08","616.37","621.00","587.48","355.20K","-2.30%"
"May 05, 2021","623.45","630.00","651.99","608.90","497.48K","1.07%"
"May 04, 2021","616.88","619.51","628.00","598.89","514.63K","-2.95%"
"May 03, 2021","635.62","672.03","672.03","635.01","464.49K","-3.28%"
"Apr 30, 2021","657.16","647.02","675.00","646.32","559.69K","0.33%"
"Apr 29, 2021","655.01","665.00","675.00","637.91","439.75K","-3.79%"
"Apr 28, 2021","680.82","673.60","689.00","665.50","297.28K","0.57%"
"Apr 27, 2021","676.99","673.00","685.00","655.00","511.30K","2.76%"
"Apr 26, 2021","658.82","636.76","659.80","628.00","479.10K","7.47%"
"Apr 23, 2021","613.04","575.89","618.40","569.00","661.89K","2.48%"
"Apr 22, 2021","598.20","647.26","650.50","595.00","715.29K","-8.03%"
"Apr 21, 2021","650.46","628.50","665.18","628.50","417.93K","0.62%"
"Apr 20, 2021","646.45","639.69","646.50","614.00","552.40K","1.40%"
"Apr 19, 2021","637.52","652.00","661.49","624.51","879.89K","-8.09%"
"Apr 16, 2021","693.62","707.10","720.00","685.00","762.79K","-6.29%"
"Apr 15, 2021","740.15","753.00","753.98","709.00","686.34K","0.63%"
"Apr 14, 2021","735.50","882.09","882.09","731.90","1.58M","-13.32%"
"Apr 13, 2021","848.54","743.50","864.95","740.79","1.70M","18.14%"
"Apr 12, 2021","718.24","734.32","745.00","705.40","481.22K","1.02%"
"Apr 09, 2021","711.00","709.99","720.00","689.46","344.68K","3.03%"
"Apr 08, 2021","690.12","668.06","702.53","667.00","436.12K","5.17%"
"Apr 07, 2021","656.20","678.30","695.00","652.00","452.24K","-6.87%"
"Apr 06, 2021","704.58","714.00","716.00","678.93","593.66K","-2.22%"
"Apr 05, 2021","720.55","710.00","735.47","696.87","485.88K","2.41%"
"Apr 01, 2021","703.56","688.46","725.83","687.46","402.39K","3.65%"
"Mar 31, 2021","678.80","650.00","692.03","642.72","561.45K","3.80%"
"Mar 30, 2021","653.98","640.29","665.00","625.42","562.57K","3.59%"
"Mar 29, 2021","631.34","651.46","661.00","627.72","443.11K","1.18%"
"Mar 26, 2021","624.00","626.00","642.30","600.38","524.14K","0.50%"
"Mar 25, 2021","620.91","568.18","625.56","568.18","881.58K","-0.11%"
"Mar 24, 2021","621.57","710.49","710.49","617.00","706.83K","-8.22%"
"Mar 23, 2021","677.21","713.04","732.00","670.59","716.86K","-6.53%"
"Mar 22, 2021","724.56","772.00","775.00","723.08","498.81K","-6.75%"
"Mar 19, 2021","777.04","749.53","785.27","714.54","956.53K","6.15%"
"Mar 18, 2021","732.05","749.00","807.00","729.02","621.89K","-5.05%"
"Mar 17, 2021","770.99","704.12","784.91","700.00","543.17K","6.45%"
"Mar 16, 2021","724.29","760.61","764.99","702.75","415.12K","-5.82%"
"Mar 15, 2021","769.01","792.50","806.00","765.00","440.71K","-1.91%"
"Mar 12, 2021","784.00","759.80","810.00","750.03","467.55K","-2.46%"
"Mar 11, 2021","803.75","773.89","805.00","762.62","528.49K","6.24%"
"Mar 10, 2021","756.55","751.60","757.69","711.00","643.02K","5.66%"
"Mar 09, 2021","715.99","689.00","732.85","681.90","873.61K","14.71%"
"Mar 08, 2021","624.19","640.01","668.00","617.00","672.11K","0.64%"
"Mar 05, 2021","620.24","657.65","663.00","537.22","1.35M","-3.94%"
"Mar 04, 2021","645.66","715.00","737.32","613.75","1.22M","-11.74%"
"Mar 03, 2021","731.57","777.55","794.83","728.00","772.06K","-2.26%"
"Mar 02, 2021","748.50","808.88","809.75","745.15","643.99K","-4.34%"
"Mar 01, 2021","782.44","799.98","803.87","762.65","768.04K","4.27%"
"Feb 26, 2021","750.41","687.12","804.06","681.14","1.18M","2.57%"
"Feb 25, 2021","731.61","842.10","842.10","727.70","784.06K","-10.53%"
"Feb 24, 2021","817.69","734.00","822.15","715.88","1.20M","18.29%"
"Feb 23, 2021","691.23","800.00","800.00","660.00","1.88M","-21.09%"
"Feb 22, 2021","876.00","869.56","927.00","869.50","765.92K","-9.10%"
"Feb 19, 2021","963.72","945.00","1,008.00","914.59","1.15M","3.87%"
"Feb 18, 2021","927.78","926.12","957.03","904.82","794.35K","-1.49%"
"Feb 17, 2021","941.80","938.79","950.00","878.55","1.82M","-1.38%"
"Feb 16, 2021","955.00","1,066.10","1,066.10","954.63","1.50M","-7.67%"
"Feb 12, 2021","1,034.31","1,015.59","1,044.89","961.01","767.43K","2.41%"
"Feb 11, 2021","1,009.94","1,132.85","1,135.54","978.01","1.61M","3.64%"
"Feb 10, 2021","974.48","1,196.00","1,196.00","950.36","2.30M","-23.45%"
"Feb 09, 2021","1,272.94","1,133.95","1,312.00","1,066.00","2.32M","22.28%"
"Feb 08, 2021","1,041.00","926.58","1,049.00","895.00","2.10M","29.16%"
"Feb 05, 2021","806.00","771.18","806.01","745.02","766.67K","5.28%"
"Feb 04, 2021","765.59","765.24","766.78","721.30","636.50K","3.29%"
"Feb 03, 2021","741.19","698.07","753.00","698.07","921.19K","7.74%"
"Feb 02, 2021","687.92","644.25","689.75","638.17","534.28K","8.41%"
"Feb 01, 2021","634.56","610.50","638.00","587.00","555.50K","2.79%"
"Jan 29, 2021","617.31","680.00","696.48","607.50","1.44M","6.73%"
"Jan 28, 2021","578.38","556.91","604.54","552.03","763.05K","7.09%"
"Jan 27, 2021","540.10","539.43","548.87","509.10","656.38K","-3.52%"
"Jan 26, 2021","559.81","557.01","564.53","546.50","478.92K","-2.03%"
"Jan 25, 2021","571.42","588.50","598.89","553.51","683.35K","-0.97%"
"Jan 22, 2021","577.03","525.01","582.50","525.00","1.13M","10.87%"
"Jan 21, 2021","520.46","515.16","532.55","505.00","1.18M","-5.51%"
"Jan 20, 2021","550.82","581.80","588.50","533.50","1.23M","-6.99%"
