"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 28, 2019","146.17","146.00","147.29","145.69","39.90K","0.27%"
"Oct 25, 2019","145.77","144.44","146.61","143.63","44.97K","0.81%"
"Oct 24, 2019","144.60","143.10","144.79","143.10","41.38K","1.40%"
"Oct 23, 2019","142.60","142.72","144.80","141.95","50.45K","-0.29%"
"Oct 22, 2019","143.02","144.18","145.09","142.66","42.03K","-0.69%"
"Oct 21, 2019","144.02","143.85","144.71","142.65","31.68K","0.61%"
"Oct 18, 2019","143.15","143.75","144.11","139.58","76.76K","-0.40%"
"Oct 17, 2019","143.72","144.17","145.00","142.40","83.84K","0.22%"
"Oct 16, 2019","143.41","144.02","144.93","142.56","58.60K","-0.53%"
"Oct 15, 2019","144.18","144.20","144.74","143.00","48.47K","0.17%"
"Oct 14, 2019","143.94","143.94","144.82","142.65","64.87K","-0.15%"
"Oct 11, 2019","144.15","145.00","145.27","143.34","52.45K","0.44%"
"Oct 10, 2019","143.52","144.76","144.76","143.10","77.15K","-0.59%"
"Oct 09, 2019","144.37","145.06","146.00","144.32","62.28K","0.28%"
"Oct 08, 2019","143.96","147.29","147.41","143.50","57.79K","-2.30%"
"Oct 07, 2019","147.35","146.73","148.15","145.40","64.39K","0.52%"
"Oct 04, 2019","146.59","145.75","148.01","145.22","47.97K","0.80%"
"Oct 03, 2019","145.42","145.08","146.53","142.58","47.43K","0.36%"
"Oct 02, 2019","144.90","145.86","145.86","143.09","69.86K","-0.98%"
"Oct 01, 2019","146.34","148.39","149.90","146.15","60.55K","-1.37%"
"Sep 30, 2019","148.37","147.16","149.12","146.43","78.03K","0.91%"
"Sep 27, 2019","147.03","149.10","149.10","145.74","50.51K","-1.57%"
"Sep 26, 2019","149.37","149.46","151.58","147.72","37.93K","-0.13%"
"Sep 25, 2019","149.57","148.81","150.00","144.80","53.22K","0.46%"
"Sep 24, 2019","148.88","152.26","152.26","147.92","109.72K","-1.14%"
"Sep 23, 2019","150.59","148.64","151.37","147.82","62.73K","1.03%"
"Sep 20, 2019","149.05","150.53","152.77","147.28","263.97K","-0.93%"
"Sep 19, 2019","150.45","148.17","153.46","148.17","114.07K","1.57%"
"Sep 18, 2019","148.13","148.88","150.39","146.71","99.92K","-0.59%"
"Sep 17, 2019","149.01","146.84","149.79","146.39","100.55K","1.06%"
"Sep 16, 2019","147.45","144.84","147.59","144.29","129.59K","1.15%"
"Sep 13, 2019","145.78","148.50","149.41","145.34","121.36K","-1.77%"
"Sep 12, 2019","148.40","147.59","150.00","147.26","127.32K","0.58%"
"Sep 11, 2019","147.54","144.95","147.66","143.14","115.71K","1.78%"
"Sep 10, 2019","144.96","141.85","144.96","140.69","117.88K","0.88%"
"Sep 09, 2019","143.69","139.78","143.92","137.93","117.24K","2.72%"
"Sep 06, 2019","139.89","142.10","142.75","139.84","70.21K","-1.07%"
"Sep 05, 2019","141.41","137.85","142.10","137.37","125.54K","3.09%"
"Sep 04, 2019","137.17","144.83","144.83","135.92","295.31K","-4.48%"
"Sep 03, 2019","143.60","142.48","144.36","141.86","123.60K","0.22%"
"Aug 30, 2019","143.29","142.52","143.81","141.50","146.61K","1.34%"
"Aug 29, 2019","141.39","140.69","142.11","139.45","83.32K","1.38%"
"Aug 28, 2019","139.46","138.50","139.98","136.87","106.26K","0.53%"
"Aug 27, 2019","138.72","140.45","141.21","138.00","109.80K","-0.64%"
"Aug 26, 2019","139.62","139.17","140.08","137.80","76.76K","1.09%"
"Aug 23, 2019","138.11","140.59","142.28","137.61","46.26K","-2.20%"
"Aug 22, 2019","141.22","140.70","142.56","140.33","50.36K","0.23%"
"Aug 21, 2019","140.89","141.66","142.90","140.84","146.09K","0.27%"
"Aug 20, 2019","140.51","139.77","141.75","137.12","69.51K","0.54%"
"Aug 19, 2019","139.75","138.82","140.70","136.71","100.56K","1.76%"
"Aug 16, 2019","137.33","137.29","138.06","135.87","264.81K","0.69%"
"Aug 15, 2019","136.39","137.99","138.25","135.90","81.74K","-1.13%"
"Aug 14, 2019","137.95","137.11","139.34","135.53","130.22K","-0.56%"
"Aug 13, 2019","138.73","140.42","142.00","138.21","143.98K","-1.43%"
"Aug 12, 2019","140.74","139.59","140.94","138.02","142.71K","0.03%"
"Aug 09, 2019","140.70","139.47","143.56","138.96","82.37K","0.31%"
"Aug 08, 2019","140.27","138.87","141.40","138.71","126.55K","1.39%"
"Aug 07, 2019","138.35","132.45","139.24","131.14","120.28K","3.17%"
"Aug 06, 2019","134.10","134.15","135.89","132.59","130.00K","1.19%"
"Aug 05, 2019","132.52","132.46","134.79","130.61","116.82K","-1.33%"
"Aug 02, 2019","134.30","134.95","137.43","133.15","152.58K","-0.87%"
"Aug 01, 2019","135.48","137.00","139.08","134.50","126.30K","-0.91%"
"Jul 31, 2019","136.73","127.00","140.72","127.00","377.99K","10.99%"
"Jul 30, 2019","123.19","121.41","123.93","121.16","112.27K","0.83%"
"Jul 29, 2019","122.18","123.13","124.04","121.13","127.70K","-0.92%"
"Jul 26, 2019","123.32","122.59","123.84","122.45","83.43K","0.92%"
"Jul 25, 2019","122.19","122.43","122.59","121.11","49.61K","-0.44%"
"Jul 24, 2019","122.73","120.99","122.73","120.53","66.03K","0.95%"
"Jul 23, 2019","121.58","122.81","122.81","121.10","63.95K","-0.55%"
"Jul 22, 2019","122.25","121.83","122.90","121.48","75.38K","0.41%"
"Jul 19, 2019","121.75","122.97","123.41","121.75","82.35K","-0.74%"
"Jul 18, 2019","122.66","122.21","123.00","120.86","109.79K","0.12%"
"Jul 17, 2019","122.51","124.24","125.00","122.09","112.05K","-1.60%"
"Jul 16, 2019","124.50","123.41","124.73","123.08","105.05K","0.71%"
"Jul 15, 2019","123.62","122.97","124.72","122.81","99.85K","0.49%"
"Jul 12, 2019","123.02","122.79","123.42","120.50","123.78K","0.19%"
"Jul 11, 2019","122.79","123.01","123.93","122.29","129.99K","-0.14%"
"Jul 10, 2019","122.96","124.37","125.56","122.76","131.77K","-0.83%"
"Jul 09, 2019","123.99","125.94","126.97","123.64","227.90K","-1.54%"
"Jul 08, 2019","125.93","139.20","139.20","125.34","359.46K","-10.20%"
"Jul 05, 2019","140.24","140.29","140.91","137.56","64.32K","-0.65%"
"Jul 03, 2019","141.16","140.55","142.21","139.95","42.48K","0.47%"
"Jul 02, 2019","140.50","140.77","141.32","139.39","71.83K","0.34%"
"Jul 01, 2019","140.03","143.00","144.31","139.80","169.50K","-2.29%"
"Jun 28, 2019","143.31","141.50","143.93","140.03","457.48K","1.62%"
"Jun 27, 2019","141.03","139.29","142.10","139.29","81.31K","1.37%"
"Jun 26, 2019","139.12","140.02","140.30","138.72","83.07K","-0.74%"
"Jun 25, 2019","140.16","141.55","141.55","139.10","114.72K","-1.00%"
"Jun 24, 2019","141.58","146.85","147.46","141.07","130.01K","-3.50%"
"Jun 21, 2019","146.72","147.27","149.58","144.08","737.84K","-0.79%"
"Jun 20, 2019","147.89","149.58","149.88","147.00","118.29K","0.15%"
"Jun 19, 2019","147.67","145.58","148.80","143.86","165.76K","1.43%"
"Jun 18, 2019","145.59","142.32","147.68","142.32","193.88K","3.07%"
"Jun 17, 2019","141.25","134.33","148.50","134.33","329.39K","5.69%"
"Jun 14, 2019","133.65","131.48","133.98","130.97","64.85K","1.21%"
"Jun 13, 2019","132.05","133.29","137.41","131.30","141.36K","-0.47%"
"Jun 12, 2019","132.68","133.82","133.82","131.31","89.27K","-1.09%"
"Jun 11, 2019","134.14","137.37","137.69","133.47","60.14K","-1.76%"
"Jun 10, 2019","136.55","138.30","141.01","136.26","94.16K","-0.43%"
"Jun 07, 2019","137.14","134.89","137.26","134.52","57.40K","2.03%"
"Jun 06, 2019","134.41","134.30","134.97","132.53","60.92K","0.02%"
"Jun 05, 2019","134.38","134.33","135.68","133.28","64.29K","0.42%"
"Jun 04, 2019","133.82","132.01","133.88","131.01","59.03K","2.23%"
"Jun 03, 2019","130.90","133.07","133.07","130.26","77.06K","-1.51%"
"May 31, 2019","132.91","132.35","134.85","131.61","61.52K","-0.56%"
"May 30, 2019","133.66","134.43","135.19","132.48","64.32K","-0.07%"
"May 29, 2019","133.75","134.56","135.05","133.28","51.52K","-1.17%"
"May 28, 2019","135.33","134.05","136.41","134.05","63.99K","0.93%"
"May 24, 2019","134.08","134.60","135.10","133.00","76.29K","0.12%"
"May 23, 2019","133.92","135.46","136.16","133.18","80.52K","-1.72%"
"May 22, 2019","136.27","137.05","137.80","135.45","54.64K","-0.76%"
"May 21, 2019","137.31","136.98","139.14","136.39","89.99K","0.76%"
"May 20, 2019","136.27","135.96","137.10","135.60","73.38K","-0.42%"
"May 17, 2019","136.84","137.12","138.56","136.81","90.55K","-0.88%"
"May 16, 2019","138.06","136.56","138.56","136.56","42.00K","1.35%"
"May 15, 2019","136.22","135.66","137.82","135.18","48.39K","-0.21%"
"May 14, 2019","136.50","135.49","136.80","134.82","62.57K","1.07%"
"May 13, 2019","135.05","137.09","137.28","134.84","84.48K","-3.02%"
"May 10, 2019","139.26","137.68","139.39","135.50","79.33K","0.82%"
"May 09, 2019","138.13","136.87","138.67","135.54","87.87K","0.12%"
"May 08, 2019","137.97","138.30","139.39","136.88","100.36K","-0.65%"
"May 07, 2019","138.87","140.11","141.08","137.95","111.36K","-1.82%"
"May 06, 2019","141.45","139.62","142.12","139.60","78.52K","0.30%"
"May 03, 2019","141.03","142.01","148.14","140.31","90.91K","0.13%"
"May 02, 2019","140.84","140.74","142.35","139.67","94.81K","-0.13%"
"May 01, 2019","141.02","142.52","149.69","139.81","350.81K","-5.80%"
"Apr 30, 2019","149.70","149.92","151.98","147.05","134.73K","0.31%"
"Apr 29, 2019","149.23","149.73","151.08","148.41","101.47K","-0.13%"
"Apr 26, 2019","149.42","148.24","149.85","147.53","100.63K","0.96%"
"Apr 25, 2019","148.00","149.24","150.66","147.01","71.79K","-1.03%"
"Apr 24, 2019","149.54","149.57","150.81","149.12","70.92K","0.25%"
"Apr 23, 2019","149.16","147.94","149.48","147.34","117.72K","1.24%"
"Apr 22, 2019","147.34","145.83","148.31","144.01","97.91K","0.59%"
"Apr 18, 2019","146.48","147.72","148.13","143.58","84.55K","-1.10%"
"Apr 17, 2019","148.11","151.48","152.00","146.55","74.28K","-1.99%"
"Apr 16, 2019","151.12","150.12","151.38","148.72","65.52K","1.06%"
"Apr 15, 2019","149.54","150.35","152.38","148.85","77.21K","-0.74%"
"Apr 12, 2019","150.65","149.39","150.93","148.08","52.75K","1.43%"
"Apr 11, 2019","148.52","147.35","149.62","145.83","64.77K","0.53%"
"Apr 10, 2019","147.74","144.13","147.84","143.68","67.40K","2.50%"
"Apr 09, 2019","144.13","144.31","145.25","143.69","54.22K","-0.20%"
"Apr 08, 2019","144.42","146.11","146.34","143.94","63.96K","-1.43%"
"Apr 05, 2019","146.52","144.63","146.69","144.56","64.76K","1.35%"
"Apr 04, 2019","144.57","147.98","147.98","142.97","49.58K","-2.27%"
"Apr 03, 2019","147.93","146.78","148.67","146.67","63.41K","1.18%"
"Apr 02, 2019","146.20","147.15","147.17","143.86","55.99K","-0.77%"
"Apr 01, 2019","147.34","145.24","147.41","143.79","102.12K","2.14%"
"Mar 29, 2019","144.25","144.98","147.50","142.20","88.05K","-0.38%"
"Mar 28, 2019","144.80","143.83","145.59","143.15","59.87K","0.82%"
"Mar 27, 2019","143.62","145.32","146.44","141.78","94.38K","-1.39%"
"Mar 26, 2019","145.65","144.60","146.03","143.79","57.30K","1.08%"
"Mar 25, 2019","144.09","143.33","144.87","141.76","74.23K","0.18%"
"Mar 22, 2019","143.83","149.00","149.46","143.61","89.84K","-3.87%"
"Mar 21, 2019","149.62","147.44","150.50","146.41","76.23K","1.41%"
"Mar 20, 2019","147.54","147.05","148.22","145.11","106.39K","0.09%"
"Mar 19, 2019","147.40","148.19","148.50","146.61","79.21K","-0.29%"
"Mar 18, 2019","147.83","148.20","148.63","146.18","85.50K","-0.34%"
"Mar 15, 2019","148.33","148.54","149.91","147.79","261.26K","0.22%"
"Mar 14, 2019","148.00","147.42","148.35","145.46","120.73K","0.34%"
"Mar 13, 2019","147.50","145.80","148.08","145.19","191.61K","1.59%"
"Mar 12, 2019","145.19","143.07","145.33","137.49","140.85K","1.53%"
"Mar 11, 2019","143.00","138.27","143.06","138.09","133.87K","3.53%"
"Mar 08, 2019","138.12","136.27","138.58","135.51","120.20K","0.56%"
"Mar 07, 2019","137.35","136.89","138.11","135.81","84.63K","0.28%"
"Mar 06, 2019","136.97","138.67","139.09","136.38","130.68K","-1.22%"
"Mar 05, 2019","138.66","139.32","139.39","138.22","53.75K","-0.47%"
"Mar 04, 2019","139.31","142.35","142.35","137.97","98.52K","-1.71%"
"Mar 01, 2019","141.74","142.24","144.65","141.55","85.67K","0.17%"
"Feb 28, 2019","141.50","141.01","142.69","139.67","77.87K","0.22%"
"Feb 27, 2019","141.19","141.51","141.69","140.02","75.81K","-0.43%"
"Feb 26, 2019","141.80","146.14","146.14","141.79","87.95K","-3.00%"
"Feb 25, 2019","146.19","146.34","147.44","144.88","119.05K","0.54%"
"Feb 22, 2019","145.41","143.14","145.45","142.75","101.15K","1.59%"
"Feb 21, 2019","143.13","140.39","143.38","140.39","93.76K","1.93%"
"Feb 20, 2019","140.42","141.88","143.35","140.24","148.62K","-1.05%"
"Feb 19, 2019","141.91","140.78","142.00","140.32","103.01K","0.60%"
"Feb 15, 2019","141.06","140.75","141.33","139.87","100.22K","0.71%"
"Feb 14, 2019","140.06","140.34","142.40","139.82","119.23K","-0.26%"
"Feb 13, 2019","140.43","142.55","143.00","139.69","121.33K","-1.18%"
"Feb 12, 2019","142.11","138.09","142.16","137.10","119.08K","3.88%"
"Feb 11, 2019","136.80","132.87","137.08","132.87","115.12K","4.60%"
"Feb 08, 2019","130.78","128.41","131.44","128.41","266.72K","1.27%"
"Feb 07, 2019","129.14","128.15","129.59","127.82","98.00K","0.68%"
"Feb 06, 2019","128.27","131.93","131.93","128.15","189.24K","-2.94%"
"Feb 05, 2019","132.15","130.00","132.84","129.55","165.55K","1.61%"
"Feb 04, 2019","130.05","127.00","130.69","127.00","156.87K","1.57%"
"Feb 01, 2019","128.04","127.77","128.67","127.03","158.15K","0.91%"
"Jan 31, 2019","126.89","125.94","128.90","125.94","226.28K","-0.38%"
"Jan 30, 2019","127.37","128.10","139.90","125.35","563.25K","-7.88%"
"Jan 29, 2019","138.27","138.48","138.96","136.96","112.46K","-0.17%"
"Jan 28, 2019","138.51","138.22","140.23","133.26","82.74K","-0.64%"
"Jan 25, 2019","139.40","139.05","139.89","138.32","53.42K","0.81%"
"Jan 24, 2019","138.28","137.39","138.56","135.46","55.74K","0.58%"
"Jan 23, 2019","137.48","137.23","139.11","136.12","71.72K","0.17%"
"Jan 22, 2019","137.24","135.73","138.49","135.24","81.19K","0.67%"
"Jan 18, 2019","136.32","135.12","137.66","127.52","81.35K","1.07%"
"Jan 17, 2019","134.88","133.60","135.72","133.47","119.06K","0.78%"
"Jan 16, 2019","133.84","134.49","135.54","133.07","159.52K","-0.35%"
"Jan 15, 2019","134.31","132.22","134.51","132.22","38.58K","1.67%"
"Jan 14, 2019","132.11","133.24","133.50","130.98","87.38K","-1.31%"
"Jan 11, 2019","133.86","131.72","133.86","131.44","93.82K","1.02%"
"Jan 10, 2019","132.51","132.30","133.66","131.35","120.72K","0.71%"
"Jan 09, 2019","131.58","132.29","134.11","131.34","106.18K","-0.55%"
"Jan 08, 2019","132.31","132.13","132.66","129.72","108.29K","0.82%"
"Jan 07, 2019","131.23","130.39","132.71","130.39","74.68K","0.64%"
"Jan 04, 2019","130.40","127.45","131.02","126.44","119.85K","3.03%"
"Jan 03, 2019","126.57","127.76","128.70","125.97","108.73K","-1.56%"
"Jan 02, 2019","128.57","126.04","129.01","126.04","93.05K","0.64%"
"Dec 31, 2018","127.75","127.09","128.19","125.63","99.93K","0.69%"
"Dec 28, 2018","126.88","126.55","128.27","125.88","94.98K","0.74%"
"Dec 27, 2018","125.95","119.84","126.09","119.84","123.11K","4.01%"
"Dec 26, 2018","121.09","117.04","121.32","116.30","121.29K","3.76%"
"Dec 24, 2018","116.70","116.07","121.25","115.50","84.76K","0.10%"
"Dec 21, 2018","116.58","120.92","121.57","116.27","149.43K","-3.34%"
"Dec 20, 2018","120.61","122.36","123.00","119.31","108.02K","-1.81%"
"Dec 19, 2018","122.83","123.35","124.79","121.76","91.57K","-0.42%"
"Dec 18, 2018","123.35","124.19","125.69","122.46","109.03K","0.43%"
"Dec 17, 2018","122.82","126.69","126.69","122.57","149.00K","-3.23%"
"Dec 14, 2018","126.92","127.27","128.72","126.10","82.52K","-0.92%"
"Dec 13, 2018","128.10","128.40","128.90","127.06","65.17K","0.20%"
"Dec 12, 2018","127.85","126.66","129.41","125.78","181.53K","0.68%"
"Dec 11, 2018","126.99","128.99","129.85","125.50","131.25K","-0.51%"
"Dec 10, 2018","127.64","126.83","128.85","126.73","122.56K","0.05%"
"Dec 07, 2018","127.58","127.65","129.18","126.98","95.96K","-0.05%"
"Dec 06, 2018","127.65","125.26","128.02","125.26","137.70K","0.74%"
"Dec 04, 2018","126.71","130.60","133.57","126.22","115.26K","-3.33%"
"Dec 03, 2018","131.07","131.50","131.50","129.01","139.52K","1.10%"
"Nov 30, 2018","129.64","127.58","129.78","127.16","128.34K","1.47%"
"Nov 29, 2018","127.76","126.64","128.55","126.64","122.28K","0.24%"
"Nov 28, 2018","127.46","125.64","127.76","125.29","272.32K","1.74%"
"Nov 27, 2018","125.28","125.36","126.52","124.63","112.56K","-0.63%"
"Nov 26, 2018","126.08","125.70","126.50","125.07","127.97K","1.39%"
"Nov 23, 2018","124.35","124.41","125.71","124.35","36.68K","-0.66%"
"Nov 21, 2018","125.18","124.00","125.78","123.74","66.02K","1.76%"
"Nov 20, 2018","123.02","123.33","125.06","122.45","186.36K","-1.15%"
"Nov 19, 2018","124.45","126.68","126.68","124.42","113.43K","-2.07%"
"Nov 16, 2018","127.08","126.57","127.81","124.97","195.47K","-0.27%"
"Nov 15, 2018","127.42","125.36","128.53","125.20","87.52K","1.57%"
"Nov 14, 2018","125.45","126.47","126.89","125.37","112.67K","-0.37%"
"Nov 13, 2018","125.91","126.94","129.00","124.58","182.98K","-0.54%"
"Nov 12, 2018","126.59","128.22","128.26","126.02","94.77K","-1.32%"
"Nov 09, 2018","128.28","128.12","128.66","126.54","87.08K","-0.18%"
"Nov 08, 2018","128.51","129.59","129.85","127.93","109.62K","-1.04%"
"Nov 07, 2018","129.86","127.01","130.18","126.40","264.96K","2.79%"
"Nov 06, 2018","126.33","126.36","128.69","125.64","84.49K","-0.24%"
"Nov 05, 2018","126.64","127.09","127.39","124.39","104.09K","-0.07%"
"Nov 02, 2018","126.73","126.21","127.32","124.88","112.52K","0.88%"
"Nov 01, 2018","125.63","126.28","127.46","125.20","93.55K","-0.27%"
"Oct 31, 2018","125.97","125.69","127.41","125.40","209.33K","1.56%"
"Oct 30, 2018","124.04","121.25","125.00","120.26","257.37K","1.91%"
"Oct 29, 2018","121.71","123.86","127.31","120.68","134.62K","-0.64%"
"Oct 26, 2018","122.49","120.67","128.10","120.67","246.03K","-0.62%"
"Oct 25, 2018","123.25","121.72","124.55","121.24","104.33K","1.65%"
"Oct 24, 2018","121.25","126.53","127.93","121.24","132.98K","-4.43%"
"Oct 23, 2018","126.87","126.19","127.71","123.77","74.51K","-0.56%"
"Oct 22, 2018","127.58","126.86","128.99","126.86","121.71K","0.87%"
"Oct 19, 2018","126.48","128.38","129.05","125.58","69.12K","-1.40%"
"Oct 18, 2018","128.27","130.36","130.43","127.69","82.24K","-1.74%"
"Oct 17, 2018","130.54","130.81","131.69","129.60","93.00K","-0.47%"
"Oct 16, 2018","131.15","128.96","131.96","128.92","135.60K","2.45%"
"Oct 15, 2018","128.01","126.96","129.44","126.75","77.74K","0.57%"
"Oct 12, 2018","127.28","128.41","129.56","126.08","83.37K","0.38%"
"Oct 11, 2018","126.80","126.17","129.66","126.09","106.77K","0.06%"
"Oct 10, 2018","126.72","130.33","130.33","126.25","86.27K","-3.05%"
"Oct 09, 2018","130.71","130.30","132.18","128.64","65.08K","-0.10%"
"Oct 08, 2018","130.84","130.94","132.31","128.78","143.80K","-0.27%"
"Oct 05, 2018","131.20","131.71","132.54","129.53","57.98K","-0.38%"
"Oct 04, 2018","131.70","133.51","133.51","129.93","71.63K","-1.33%"
"Oct 03, 2018","133.48","132.88","134.72","132.01","89.18K","0.75%"
"Oct 02, 2018","132.49","136.50","136.50","131.78","77.21K","-2.92%"
"Oct 01, 2018","136.47","141.23","141.96","136.24","110.53K","-2.95%"
"Sep 28, 2018","140.62","140.44","141.35","139.16","81.07K","0.06%"
"Sep 27, 2018","140.54","141.68","142.91","140.21","66.85K","-0.62%"
"Sep 26, 2018","141.41","142.40","144.45","141.31","194.49K","-3.68%"
"Sep 25, 2018","146.81","147.83","148.49","146.42","87.97K","-0.39%"
"Sep 24, 2018","147.38","147.52","148.75","146.67","68.17K","-0.50%"
"Sep 21, 2018","148.12","147.92","149.13","146.62","110.46K","0.32%"
"Sep 20, 2018","147.65","148.64","148.64","145.37","48.02K","-0.11%"
"Sep 19, 2018","147.81","149.96","150.75","146.21","64.84K","-1.43%"
"Sep 18, 2018","149.96","147.40","151.22","146.64","100.29K","1.94%"
"Sep 17, 2018","147.10","149.13","149.13","146.04","60.36K","-1.36%"
"Sep 14, 2018","149.13","147.93","149.87","147.72","52.20K","0.98%"
"Sep 13, 2018","147.69","149.34","149.85","146.70","43.51K","-0.81%"
"Sep 12, 2018","148.89","147.58","149.60","145.46","68.42K","0.74%"
"Sep 11, 2018","147.80","146.38","148.06","145.66","39.68K","0.70%"
"Sep 10, 2018","146.77","144.87","147.47","143.74","50.47K","1.54%"
"Sep 07, 2018","144.54","144.26","145.17","142.00","99.78K","-0.19%"
"Sep 06, 2018","144.81","145.22","145.66","142.52","83.14K","-0.02%"
"Sep 05, 2018","144.84","147.31","147.31","142.50","80.27K","-1.97%"
"Sep 04, 2018","147.75","148.49","148.49","146.58","50.92K","-0.84%"
"Aug 31, 2018","149.00","147.26","149.19","146.52","44.06K","1.24%"
"Aug 30, 2018","147.18","147.78","148.84","146.52","30.81K","-0.42%"
"Aug 29, 2018","147.80","148.00","149.05","147.02","50.94K","-0.03%"
"Aug 28, 2018","147.84","147.37","148.85","146.75","73.43K","0.62%"
"Aug 27, 2018","146.93","149.67","149.67","146.56","87.05K","-1.83%"
"Aug 24, 2018","149.67","142.40","150.08","142.35","224.89K","5.56%"
"Aug 23, 2018","141.79","141.07","142.77","140.40","33.42K","0.16%"
"Aug 22, 2018","141.56","140.40","142.74","140.20","72.49K","0.35%"
"Aug 21, 2018","141.07","141.76","142.87","140.70","33.60K","0.11%"
"Aug 20, 2018","140.92","140.08","142.95","138.71","90.85K","1.00%"
"Aug 17, 2018","139.53","140.53","141.90","139.22","209.23K","-1.09%"
"Aug 16, 2018","141.07","140.93","143.07","139.43","66.09K","0.36%"
"Aug 15, 2018","140.57","141.23","142.81","139.53","68.96K","-1.11%"
"Aug 14, 2018","142.15","141.78","143.81","141.06","71.53K","0.97%"
"Aug 13, 2018","140.78","141.21","142.90","138.51","57.28K","-0.48%"
"Aug 10, 2018","141.46","139.14","142.60","139.14","72.19K","1.22%"
"Aug 09, 2018","139.75","138.54","142.03","138.54","87.23K","1.29%"
"Aug 08, 2018","137.97","138.24","139.62","136.76","73.38K","0.08%"
"Aug 07, 2018","137.86","137.50","139.60","137.29","48.51K","0.50%"
"Aug 06, 2018","137.17","134.47","137.50","134.20","162.20K","1.69%"
"Aug 03, 2018","134.89","136.65","137.49","132.48","61.52K","-1.22%"
"Aug 02, 2018","136.55","131.42","136.69","131.18","225.15K","3.20%"
"Aug 01, 2018","132.31","130.35","133.13","130.35","72.46K","1.66%"
"Jul 31, 2018","130.15","128.12","130.31","126.37","94.64K","1.74%"
"Jul 30, 2018","127.93","129.29","130.75","126.32","91.66K","-0.95%"
"Jul 27, 2018","129.16","138.50","138.50","128.48","126.84K","-5.98%"
"Jul 26, 2018","137.38","135.04","137.40","133.82","75.46K","1.56%"
"Jul 25, 2018","135.27","133.39","136.32","133.18","51.90K","1.46%"
"Jul 24, 2018","133.32","135.05","135.16","131.70","144.52K","-0.66%"
"Jul 23, 2018","134.20","135.09","135.13","133.21","38.21K","-0.81%"
"Jul 20, 2018","135.29","137.25","137.61","135.22","36.46K","-1.64%"
"Jul 19, 2018","137.54","135.37","137.81","135.37","47.63K","1.26%"
"Jul 18, 2018","135.83","135.09","136.06","134.67","45.27K","0.70%"
"Jul 17, 2018","134.88","134.19","135.19","133.96","34.88K","-0.31%"
"Jul 16, 2018","135.30","136.01","136.16","134.12","36.02K","-0.39%"
"Jul 13, 2018","135.83","136.33","137.22","135.60","34.78K","-0.35%"
"Jul 12, 2018","136.31","135.24","136.91","134.70","60.44K","1.53%"
"Jul 11, 2018","134.26","133.53","135.07","133.10","49.32K","-0.49%"
"Jul 10, 2018","134.92","135.50","136.01","134.62","58.65K","-0.15%"
"Jul 09, 2018","135.12","134.54","136.12","134.10","49.23K","0.18%"
"Jul 06, 2018","134.88","133.78","135.86","133.43","48.15K","0.62%"
"Jul 05, 2018","134.05","131.94","134.16","131.56","65.77K","1.74%"
"Jul 03, 2018","131.76","130.29","132.06","129.89","39.46K","1.64%"
"Jul 02, 2018","129.63","127.00","129.68","126.00","110.95K","1.47%"
"Jun 29, 2018","127.75","127.73","128.93","127.27","85.40K","0.35%"
"Jun 28, 2018","127.30","124.85","127.59","124.00","67.81K","1.79%"
"Jun 27, 2018","125.06","129.83","129.99","124.96","62.89K","-3.51%"
"Jun 26, 2018","129.61","128.69","130.04","128.36","54.37K","0.66%"
"Jun 25, 2018","128.76","130.69","132.42","127.45","66.15K","-1.82%"
"Jun 22, 2018","131.15","133.14","133.14","130.98","239.18K","-0.99%"
"Jun 21, 2018","132.46","135.15","135.50","129.36","44.89K","-1.88%"
"Jun 20, 2018","135.00","135.51","136.99","134.62","57.89K","-0.37%"
"Jun 19, 2018","135.50","134.89","136.03","133.43","61.72K","-0.21%"
"Jun 18, 2018","135.78","134.28","136.47","133.51","70.55K","0.77%"
"Jun 15, 2018","134.74","132.72","135.29","132.72","100.55K","1.19%"
"Jun 14, 2018","133.16","132.42","133.46","131.59","49.69K","0.33%"
"Jun 13, 2018","132.72","132.51","133.84","131.25","73.57K","0.15%"
"Jun 12, 2018","132.52","131.37","132.72","130.04","35.20K","1.09%"
"Jun 11, 2018","131.09","130.15","131.41","129.07","40.83K","0.87%"
"Jun 08, 2018","129.96","129.87","131.75","129.75","34.98K","0.05%"
"Jun 07, 2018","129.90","131.41","131.81","129.25","54.89K","-1.43%"
"Jun 06, 2018","131.78","131.86","133.66","131.21","55.08K","0.36%"
"Jun 05, 2018","131.31","131.46","132.86","130.82","49.36K","0.14%"
"Jun 04, 2018","131.12","131.08","131.54","129.28","59.54K","0.54%"
"Jun 01, 2018","130.42","130.05","131.20","128.98","70.37K","0.66%"
"May 31, 2018","129.57","132.24","135.29","129.12","76.50K","-2.02%"
"May 30, 2018","132.24","129.81","133.86","129.81","68.04K","2.30%"
"May 29, 2018","129.27","130.32","131.36","129.00","64.76K","-1.11%"
"May 25, 2018","130.72","131.04","132.05","129.84","50.23K","-0.18%"
"May 24, 2018","130.95","130.13","131.13","128.72","85.20K","0.65%"
"May 23, 2018","130.10","129.26","130.59","128.74","55.22K","0.27%"
"May 22, 2018","129.75","130.54","131.31","128.45","72.81K","-0.33%"
"May 21, 2018","130.18","130.88","131.92","129.01","87.94K","-0.47%"
"May 18, 2018","130.80","129.89","131.50","129.75","94.22K","1.02%"
"May 17, 2018","129.48","128.58","129.76","128.27","80.01K","0.52%"
