Date,Open
07/30/2015,2106.78
07/31/2015,2111.6
08/01/2015,2104.49
08/02/2015,2104.49
08/03/2015,2104.49
08/04/2015,2097.68
08/05/2015,2095.27
08/06/2015,2100.75
08/07/2015,2082.61
08/08/2015,2080.98
08/09/2015,2080.98
08/10/2015,2080.98
08/11/2015,2102.66
08/12/2015,2081.1
08/13/2015,2086.19
08/14/2015,2083.15
08/15/2015,2089.7
08/16/2015,2089.7
08/17/2015,2089.7
08/18/2015,2101.99
08/19/2015,2095.69
08/20/2015,2076.61
08/21/2015,2034.08
08/22/2015,1965.15
08/23/2015,1965.15
08/24/2015,1965.15
08/25/2015,1898.08
08/26/2015,1872.75
08/27/2015,1942.77
08/28/2015,1986.06
08/29/2015,1986.73
08/30/2015,1986.73
08/31/2015,1986.73
09/01/2015,1970.09
09/02/2015,1916.52
09/03/2015,1950.79
09/04/2015,1947.76
09/05/2015,1927.3
09/06/2015,1927.3
09/07/2015,1927.3
09/08/2015,1927.3
09/09/2015,1971.45
09/10/2015,1941.59
09/11/2015,1951.45
09/12/2015,1963.06
09/13/2015,1963.06
09/14/2015,1963.06
09/15/2015,1955.1
09/16/2015,1978.02
09/17/2015,1995.33
09/18/2015,1989.66
09/19/2015,1960.84
09/20/2015,1960.84
09/21/2015,1960.84
09/22/2015,1961.39
09/23/2015,1943.24
09/24/2015,1934.81
09/25/2015,1935.93
09/26/2015,1929.18
09/27/2015,1929.18
09/28/2015,1929.18
09/29/2015,1881.9
09/30/2015,1887.14
10/01/2015,1919.65
10/02/2015,1921.77
10/03/2015,1954.33
10/04/2015,1954.33
10/05/2015,1954.33
10/06/2015,1986.63
10/07/2015,1982.34
10/08/2015,1994.01
10/09/2015,2013.73
10/10/2015,2015.65
10/11/2015,2015.65
10/12/2015,2015.65
10/13/2015,2015.0
10/14/2015,2003.66
10/15/2015,1996.47
10/16/2015,2024.37
10/17/2015,2031.73
10/18/2015,2031.73
10/19/2015,2031.73
10/20/2015,2033.13
10/21/2015,2033.47
10/22/2015,2021.88
10/23/2015,2058.19
10/24/2015,2075.08
10/25/2015,2075.08
10/26/2015,2075.08
10/27/2015,2068.75
10/28/2015,2066.48
10/29/2015,2088.35
10/30/2015,2090.0
10/31/2015,2080.76
11/01/2015,2080.76
11/02/2015,2080.76
11/03/2015,2102.63
11/04/2015,2110.6
11/05/2015,2101.68
11/06/2015,2098.6
11/07/2015,2096.56
11/08/2015,2096.56
11/09/2015,2096.56
11/10/2015,2077.19
11/11/2015,2083.41
11/12/2015,2072.29
11/13/2015,2044.64
11/14/2015,2022.08
11/15/2015,2022.08
11/16/2015,2022.08
11/17/2015,2053.67
11/18/2015,2051.99
11/19/2015,2083.7
11/20/2015,2082.82
11/21/2015,2089.41
11/22/2015,2089.41
11/23/2015,2089.41
11/24/2015,2084.42
11/25/2015,2089.3
11/26/2015,2088.82
11/27/2015,2088.82
11/28/2015,2090.95
11/29/2015,2090.95
11/30/2015,2090.95
12/01/2015,2082.93
12/02/2015,2101.71
12/03/2015,2080.71
12/04/2015,2051.24
12/05/2015,2090.42
12/06/2015,2090.42
12/07/2015,2090.42
12/08/2015,2073.39
12/09/2015,2061.17
12/10/2015,2047.93
12/11/2015,2047.27
12/12/2015,2013.37
12/13/2015,2013.37
12/14/2015,2013.37
12/15/2015,2025.55
12/16/2015,2046.5
12/17/2015,2073.76
12/18/2015,2040.81
12/19/2015,2010.27
12/20/2015,2010.27
12/21/2015,2010.27
12/22/2015,2023.15
12/23/2015,2042.2
12/24/2015,2063.52
12/25/2015,2057.77
12/26/2015,2057.77
12/27/2015,2057.77
12/28/2015,2057.77
12/29/2015,2060.54
12/30/2015,2077.34
12/31/2015,2060.59
01/01/2016,2038.2
01/02/2016,2038.2
01/03/2016,2038.2
01/04/2016,2038.2
01/05/2016,2013.78
01/06/2016,2011.71
01/07/2016,1985.32
01/08/2016,1945.97
01/09/2016,1926.12
01/10/2016,1926.12
01/11/2016,1926.12
01/12/2016,1927.83
01/13/2016,1940.34
01/14/2016,1891.68
01/15/2016,1916.68
01/16/2016,1888.66
01/17/2016,1888.66
01/18/2016,1888.66
01/19/2016,1888.66
01/20/2016,1876.18
01/21/2016,1861.46
01/22/2016,1877.4
01/23/2016,1906.28
01/24/2016,1906.28
01/25/2016,1906.28
01/26/2016,1878.79
01/27/2016,1902.52
01/28/2016,1885.22
01/29/2016,1894.0
01/30/2016,1936.94
01/31/2016,1936.94
02/01/2016,1936.94
02/02/2016,1935.26
02/03/2016,1907.07
02/04/2016,1911.67
02/05/2016,1913.07
02/06/2016,1873.25
02/07/2016,1873.25
02/08/2016,1873.25
02/09/2016,1848.46
02/10/2016,1857.1
02/11/2016,1847.0
02/12/2016,1833.4
02/13/2016,1871.44
02/14/2016,1871.44
02/15/2016,1871.44
02/16/2016,1871.44
02/17/2016,1898.8
02/18/2016,1927.57
02/19/2016,1916.74
02/20/2016,1924.44
02/21/2016,1924.44
02/22/2016,1924.44
02/23/2016,1942.38
02/24/2016,1917.56
02/25/2016,1931.87
02/26/2016,1954.95
02/27/2016,1947.13
02/28/2016,1947.13
02/29/2016,1947.13
03/01/2016,1937.09
03/02/2016,1976.6
03/03/2016,1985.6
03/04/2016,1994.01
03/05/2016,1996.11
03/06/2016,1996.11
03/07/2016,1996.11
03/08/2016,1996.88
03/09/2016,1981.44
03/10/2016,1990.97
03/11/2016,1994.71
03/12/2016,2019.27
03/13/2016,2019.27
03/14/2016,2019.27
03/15/2016,2015.27
03/16/2016,2014.24
03/17/2016,2026.9
03/18/2016,2041.16
03/19/2016,2047.88
03/20/2016,2047.88
03/21/2016,2047.88
03/22/2016,2048.64
03/23/2016,2048.55
03/24/2016,2032.48
03/25/2016,2037.89
03/26/2016,2037.89
03/27/2016,2037.89
03/28/2016,2037.89
03/29/2016,2035.75
03/30/2016,2058.27
03/31/2016,2063.77
04/01/2016,2056.62
04/02/2016,2073.19
04/03/2016,2073.19
04/04/2016,2073.19
04/05/2016,2062.5
04/06/2016,2045.56
04/07/2016,2063.01
04/08/2016,2045.54
04/09/2016,2050.23
04/10/2016,2050.23
04/11/2016,2050.23
04/12/2016,2043.72
04/13/2016,2065.92
04/14/2016,2082.89
04/15/2016,2083.1
04/16/2016,2078.83
04/17/2016,2078.83
04/18/2016,2078.83
04/19/2016,2096.05
04/20/2016,2101.52
04/21/2016,2102.09
04/22/2016,2091.49
04/23/2016,2089.37
04/24/2016,2089.37
04/25/2016,2089.37
04/26/2016,2089.84
04/27/2016,2092.33
04/28/2016,2090.93
04/29/2016,2071.82
04/30/2016,2067.17
05/01/2016,2067.17
05/02/2016,2067.17
05/03/2016,2077.18
05/04/2016,2060.3
05/05/2016,2052.95
05/06/2016,2047.77
05/07/2016,2057.55
05/08/2016,2057.55
05/09/2016,2057.55
05/10/2016,2062.63
05/11/2016,2083.29
05/12/2016,2067.17
05/13/2016,2062.5
05/14/2016,2046.53
05/15/2016,2046.53
05/16/2016,2046.53
05/17/2016,2065.04
05/18/2016,2044.38
05/19/2016,2044.21
05/20/2016,2041.88
05/21/2016,2052.23
05/22/2016,2052.23
05/23/2016,2052.23
05/24/2016,2052.65
05/25/2016,2078.93
05/26/2016,2091.44
05/27/2016,2090.06
05/28/2016,2100.13
05/29/2016,2100.13
05/30/2016,2100.13
05/31/2016,2100.13
06/01/2016,2093.94
06/02/2016,2097.71
06/03/2016,2104.07
06/04/2016,2100.83
06/05/2016,2100.83
06/06/2016,2100.83
06/07/2016,2110.18
06/08/2016,2112.71
06/09/2016,2115.65
06/10/2016,2109.57
06/11/2016,2091.75
06/12/2016,2091.75
06/13/2016,2091.75
06/14/2016,2076.65
06/15/2016,2077.6
06/16/2016,2066.36
06/17/2016,2078.2
06/18/2016,2075.58
06/19/2016,2075.58
06/20/2016,2075.58
06/21/2016,2085.19
06/22/2016,2089.75
06/23/2016,2092.8
06/24/2016,2103.81
06/25/2016,2031.45
06/26/2016,2031.45
06/27/2016,2031.45
06/28/2016,2006.67
06/29/2016,2042.69
06/30/2016,2073.17
07/01/2016,2099.34
07/02/2016,2095.05
07/03/2016,2095.05
07/04/2016,2095.05
07/05/2016,2095.05
07/06/2016,2084.43
07/07/2016,2100.42
07/08/2016,2106.97
07/09/2016,2131.72
07/10/2016,2131.72
07/11/2016,2131.72
07/12/2016,2139.5
07/13/2016,2153.81
07/14/2016,2157.88
07/15/2016,2165.13
07/16/2016,2162.04
07/17/2016,2162.04
07/18/2016,2162.04
07/19/2016,2163.79
07/20/2016,2166.1
07/21/2016,2172.91
07/22/2016,2166.47
07/23/2016,2173.71
07/24/2016,2173.71
07/25/2016,2173.71
07/26/2016,2168.97
07/27/2016,2169.81
07/28/2016,2166.05
07/29/2016,2168.83
07/30/2016,2173.15
07/31/2016,2173.15
08/01/2016,2173.15
08/02/2016,2169.94
08/03/2016,2156.81
08/04/2016,2163.51
08/05/2016,2168.79
08/06/2016,2183.76
08/07/2016,2183.76
08/08/2016,2183.76
08/09/2016,2182.24
08/10/2016,2182.81
08/11/2016,2177.97
08/12/2016,2183.74
08/13/2016,2186.08
08/14/2016,2186.08
08/15/2016,2186.08
08/16/2016,2186.24
08/17/2016,2177.84
08/18/2016,2181.9
08/19/2016,2184.24
08/20/2016,2181.58
08/21/2016,2181.58
08/22/2016,2181.58
08/23/2016,2187.81
08/24/2016,2185.09
08/25/2016,2173.29
08/26/2016,2175.1
08/27/2016,2170.19
08/28/2016,2170.19
08/29/2016,2170.19
08/30/2016,2179.45
08/31/2016,2173.56
09/01/2016,2171.33
09/02/2016,2177.49
09/03/2016,2181.61
09/04/2016,2181.61
09/05/2016,2181.61
09/06/2016,2181.61
09/07/2016,2185.17
09/08/2016,2182.76
09/09/2016,2169.08
09/10/2016,2120.86
09/11/2016,2120.86
09/12/2016,2120.86
09/13/2016,2150.47
09/14/2016,2127.86
09/15/2016,2125.36
09/16/2016,2146.48
09/17/2016,2143.99
09/18/2016,2143.99
09/19/2016,2143.99
09/20/2016,2145.94
09/21/2016,2144.58
09/22/2016,2170.94
09/23/2016,2173.29
09/24/2016,2158.54
09/25/2016,2158.54
09/26/2016,2158.54
09/27/2016,2146.04
09/28/2016,2161.85
09/29/2016,2168.9
09/30/2016,2156.51
10/01/2016,2164.33
10/02/2016,2164.33
10/03/2016,2164.33
10/04/2016,2163.37
10/05/2016,2155.15
10/06/2016,2158.22
10/07/2016,2164.19
10/08/2016,2160.39
10/09/2016,2160.39
10/10/2016,2160.39
10/11/2016,2161.35
10/12/2016,2137.67
10/13/2016,2130.26
10/14/2016,2139.68
10/15/2016,2132.95
10/16/2016,2132.95
10/17/2016,2132.95
10/18/2016,2138.31
10/19/2016,2140.81
10/20/2016,2142.51
10/21/2016,2139.43
10/22/2016,2148.5
10/23/2016,2148.5
10/24/2016,2148.5
10/25/2016,2149.72
10/26/2016,2136.97
10/27/2016,2144.06
10/28/2016,2132.23
10/29/2016,2129.78
10/30/2016,2129.78
10/31/2016,2129.78
11/01/2016,2128.68
11/02/2016,2109.43
11/03/2016,2098.8
11/04/2016,2083.79
11/05/2016,2100.59
11/06/2016,2100.59
11/07/2016,2100.59
11/08/2016,2129.92
11/09/2016,2131.56
11/10/2016,2167.49
11/11/2016,2162.71
11/12/2016,2165.64
11/13/2016,2165.64
11/14/2016,2165.64
11/15/2016,2168.29
11/16/2016,2177.53
11/17/2016,2178.61
11/18/2016,2186.85
11/19/2016,2186.43
11/20/2016,2186.43
11/21/2016,2186.43
11/22/2016,2201.56
11/23/2016,2198.55
11/24/2016,2206.27
11/25/2016,2206.27
11/26/2016,2210.21
11/27/2016,2210.21
11/28/2016,2210.21
11/29/2016,2200.76
11/30/2016,2204.97
12/01/2016,2200.17
12/02/2016,2191.12
12/03/2016,2200.65
12/04/2016,2200.65
12/05/2016,2200.65
12/06/2016,2207.26
12/07/2016,2210.72
12/08/2016,2241.13
12/09/2016,2249.73
12/10/2016,2258.83
12/11/2016,2258.83
12/12/2016,2258.83
12/13/2016,2263.32
12/14/2016,2268.35
12/15/2016,2253.77
12/16/2016,2266.81
12/17/2016,2259.24
12/18/2016,2259.24
12/19/2016,2259.24
12/20/2016,2266.5
12/21/2016,2270.54
12/22/2016,2262.93
12/23/2016,2260.25
12/24/2016,2266.23
12/25/2016,2266.23
12/26/2016,2266.23
12/27/2016,2266.23
12/28/2016,2270.23
12/29/2016,2249.5
12/30/2016,2251.61
12/31/2016,2251.57
01/01/2017,2251.57
01/02/2017,2251.57
01/03/2017,2251.57
01/04/2017,2261.6
01/05/2017,2268.18
01/06/2017,2271.14
01/07/2017,2273.59
01/08/2017,2273.59
01/09/2017,2273.59
01/10/2017,2269.72
01/11/2017,2268.6
01/12/2017,2271.14
01/13/2017,2272.74
01/14/2017,2269.14
01/15/2017,2269.14
01/16/2017,2269.14
01/17/2017,2269.14
01/18/2017,2269.14
01/19/2017,2271.9
01/20/2017,2269.96
01/21/2017,2267.78
01/22/2017,2267.78
01/23/2017,2267.78
01/24/2017,2267.88
01/25/2017,2288.88
01/26/2017,2298.63
01/27/2017,2299.02
01/28/2017,2286.01
01/29/2017,2286.01
01/30/2017,2286.01
01/31/2017,2274.02
02/01/2017,2285.59
02/02/2017,2276.69
02/03/2017,2288.54
02/04/2017,2294.28
02/05/2017,2294.28
02/06/2017,2294.28
02/07/2017,2295.87
02/08/2017,2289.55
02/09/2017,2296.7
02/10/2017,2312.27
02/11/2017,2321.72
02/12/2017,2321.72
02/13/2017,2321.72
02/14/2017,2326.12
02/15/2017,2335.58
02/16/2017,2349.64
02/17/2017,2343.01
02/18/2017,2354.91
02/19/2017,2354.91
02/20/2017,2354.91
02/21/2017,2354.91
02/22/2017,2361.11
02/23/2017,2367.5
02/24/2017,2355.73
02/25/2017,2365.23
02/26/2017,2365.23
02/27/2017,2365.23
02/28/2017,2366.08
03/01/2017,2380.13
03/02/2017,2394.75
03/03/2017,2380.92
03/04/2017,2375.23
03/05/2017,2375.23
03/06/2017,2375.23
03/07/2017,2370.74
03/08/2017,2369.81
03/09/2017,2363.49
03/10/2017,2372.52
03/11/2017,2371.56
03/12/2017,2371.56
03/13/2017,2371.56
03/14/2017,2368.55
03/15/2017,2370.34
03/16/2017,2387.71
03/17/2017,2383.71
03/18/2017,2378.24
03/19/2017,2378.24
03/20/2017,2378.24
03/21/2017,2379.32
03/22/2017,2343.0
03/23/2017,2345.97
03/24/2017,2350.42
03/25/2017,2329.11
03/26/2017,2329.11
03/27/2017,2329.11
03/28/2017,2339.79
03/29/2017,2356.54
03/30/2017,2361.31
03/31/2017,2364.82
04/01/2017,2362.34
04/02/2017,2362.34
04/03/2017,2362.34
04/04/2017,2354.76
04/05/2017,2366.59
04/06/2017,2353.79
04/07/2017,2356.59
04/08/2017,2357.16
04/09/2017,2357.16
04/10/2017,2357.16
04/11/2017,2353.92
04/12/2017,2352.15
04/13/2017,2341.98
04/14/2017,2332.62
04/15/2017,2332.62
04/16/2017,2332.62
04/17/2017,2332.62
04/18/2017,2342.53
04/19/2017,2346.79
04/20/2017,2342.69
04/21/2017,2354.74
04/22/2017,2370.33
04/23/2017,2370.33
04/24/2017,2370.33
04/25/2017,2381.51
04/26/2017,2388.98
04/27/2017,2389.7
04/28/2017,2393.68
04/29/2017,2388.5
04/30/2017,2388.5
05/01/2017,2388.5
05/02/2017,2391.05
05/03/2017,2386.5
05/04/2017,2389.79
05/05/2017,2392.37
05/06/2017,2399.94
05/07/2017,2399.94
05/08/2017,2399.94
05/09/2017,2401.58
05/10/2017,2396.79
05/11/2017,2394.84
05/12/2017,2392.44
05/13/2017,2393.98
05/14/2017,2393.98
05/15/2017,2393.98
05/16/2017,2404.55
05/17/2017,2382.95
05/18/2017,2354.69
05/19/2017,2371.37
05/20/2017,2387.21
05/21/2017,2387.21
05/22/2017,2387.21
05/23/2017,2397.04
05/24/2017,2401.41
05/25/2017,2409.54
05/26/2017,2414.5
05/27/2017,2411.67
05/28/2017,2411.67
05/29/2017,2411.67
05/30/2017,2411.67
05/31/2017,2415.63
06/01/2017,2415.65
06/02/2017,2431.28
06/03/2017,2437.83
06/04/2017,2437.83
06/05/2017,2437.83
06/06/2017,2431.92
06/07/2017,2432.03
06/08/2017,2434.27
06/09/2017,2436.39
06/10/2017,2425.88
06/11/2017,2425.88
06/12/2017,2425.88
06/13/2017,2434.15
06/14/2017,2443.75
06/15/2017,2424.14
06/16/2017,2431.24
06/17/2017,2442.55
06/18/2017,2442.55
06/19/2017,2442.55
06/20/2017,2450.66
06/21/2017,2439.31
06/22/2017,2437.4
06/23/2017,2434.65
06/24/2017,2443.32
06/25/2017,2443.32
06/26/2017,2443.32
06/27/2017,2436.34
06/28/2017,2428.7
06/29/2017,2442.38
06/30/2017,2429.2
07/01/2017,2431.39
